date,flow
2006-01-01,0.031135645117989972
2006-01-02,0.2698770365903668
2006-01-03,0.11956489235467883
2006-01-04,0.02273165499148342
2006-01-05,0.18801260900229588
2006-01-06,0.3843788150982104
2006-01-07,0.021439761182870904
2006-01-08,0.02207625746241669
2006-01-09,0.024053981052267248
2006-01-10,0.021592913711522922
2006-01-11,0.022854203887605812
2006-01-12,0.02328554360853457
2006-01-13,0.021736726839829676
2006-01-14,0.021753484359785143
2006-01-15,0.021783840737549208
2006-01-16,0.021805901579711316
2006-01-17,0.02311462184698003
2006-01-18,0.06802147751137098
2006-01-19,0.024779973405295336
2006-01-20,0.05513085376941221
2006-01-21,0.8018551112640887
2006-01-22,0.9388168389771087
2006-01-23,0.6925291581987211
2006-01-24,0.5071273995204147
2006-01-25,0.060580412566125966
2006-01-26,0.038496758386114605
2006-01-27,0.027190832515676822
2006-01-28,0.025221705604859156
2006-01-29,0.025369340103546308
2006-01-30,0.025457467725070678
2006-01-31,0.025522218152343394
2006-02-01,0.014695444415346691
2006-02-02,0.013995094290964507
2006-02-03,0.013989862597451804
2006-02-04,0.013978257266011327
2006-02-05,0.014288796062945029
2006-02-06,0.016299604848980354
2006-02-07,0.013978612665546643
2006-02-08,0.014085235647562646
2006-02-09,0.013970397201845246
2006-02-10,0.013966235277481535
2006-02-11,0.01395854600651283
2006-02-12,0.01394880688453626
2006-02-13,0.0139370286439166
2006-02-14,0.7815950062014202
2006-02-15,0.34800042882061005
2006-02-16,0.020374220974022438
2006-02-17,0.015000895150664207
2006-02-18,0.01476124545758206
2006-02-19,0.014845712050798725
2006-02-20,0.06151253384176943
2006-02-21,0.5911629785441846
2006-02-22,0.20811717667496984
2006-02-23,0.3536636131869314
2006-02-24,0.030546076356806236
2006-02-25,0.01712395712015823
2006-02-26,0.016556829580132396
2006-02-27,0.016631677366308537
2006-02-28,0.016654116585758993
2006-03-01,0.017389494904506177
2006-03-02,0.01735485750540561
2006-03-03,0.017933800821905252
2006-03-04,0.3132181934998312
2006-03-05,0.21477811699513438
2006-03-06,0.5418150125157936
2006-03-07,1.6801565195934192
2006-03-08,0.5933216848551711
2006-03-09,0.2997747860128598
2006-03-10,0.6206948209892688
2006-03-11,0.7810863625089023
2006-03-12,0.12844949486656934
2006-03-13,0.08565532736896217
2006-03-14,0.07191681811286137
2006-03-15,0.06155997607636924
2006-03-16,0.06101579002540411
2006-03-17,0.06140784083118155
2006-03-18,0.059522898639635925
2006-03-19,0.0575344710105407
2006-03-20,0.05501608860560033
2006-03-21,0.05323415826480479
2006-03-22,0.051263495816616836
2006-03-23,0.04971447872512899
2006-03-24,0.15638299370655825
2006-03-25,0.15264088685527627
2006-03-26,0.048576834881730285
2006-03-27,0.045774552914915764
2006-03-28,0.04418590109122619
2006-03-29,0.042196075362589944
2006-03-30,0.04021161852655471
2006-03-31,0.03838096861128681
2006-04-01,0.03776157440074439
2006-04-02,0.03572126031344876
2006-04-03,0.03361373877570347
2006-04-04,0.0314587388836908
2006-04-05,0.029386281157572275
2006-04-06,0.027667837835211533
2006-04-07,0.26836273367243213
2006-04-08,0.3864085041728443
2006-04-09,0.7058134298809239
2006-04-10,0.09835028224363715
2006-04-11,0.040175093244565474
2006-04-12,0.037657735250938656
2006-04-13,0.048563581037352595
2006-04-14,0.061116779749378354
2006-04-15,0.04138580579707903
2006-04-16,0.03732594918736507
2006-04-17,0.03584933599673065
2006-04-18,0.0338929789608725
2006-04-19,0.034244340963203224
2006-04-20,0.03002392807816586
2006-04-21,0.028293235286765937
2006-04-22,0.026577184688389103
2006-04-23,0.024919375208808606
2006-04-24,0.023526407727921247
2006-04-25,0.02235092316282774
2006-04-26,0.021345709324079757
2006-04-27,0.02048373942177938
2006-04-28,0.019777299232847514
2006-04-29,0.019163401035890773
2006-04-30,0.018627910211384102
2006-05-01,0.01821869312011875
2006-05-02,0.01784762103875917
2006-05-03,0.017632268559185798
2006-05-04,0.017411863126177197
2006-05-05,0.017195115745166595
2006-05-06,0.016996570597986878
2006-05-07,0.01680260087162289
2006-05-08,0.01708527938867734
2006-05-09,0.02977325768224741
2006-05-10,0.04132305914877114
2006-05-11,0.016343338332691245
2006-05-12,0.017597017358911643
2006-05-13,0.0178242571900554
2006-05-14,0.05191291955185842
2006-05-15,0.018120044767493595
2006-05-16,0.017019613182499473
2006-05-17,0.016674569108552764
2006-05-18,0.01570712531664959
2006-05-19,0.015795279520733316
2006-05-20,0.01639928403686907
2006-05-21,0.12605788283639738
2006-05-22,0.04162426489312758
2006-05-23,0.015086986709114064
2006-05-24,0.014947047364678325
2006-05-25,0.014883603055948288
2006-05-26,0.059381665576441735
2006-05-27,0.014621654158138441
2006-05-28,0.014488545787806813
2006-05-29,0.014356526834381083
2006-05-30,0.014247341483951953
2006-05-31,0.014117326020848068
2006-06-01,0.017851113866546024
2006-06-02,0.017696339480748596
2006-06-03,0.01754418587890601
2006-06-04,0.017397529532652268
2006-06-05,0.01725972897787614
2006-06-06,0.0171291410789979
2006-06-07,0.017007139961240234
2006-06-08,0.016895747743664574
2006-06-09,0.01678795412915218
2006-06-10,0.016681588799414747
2006-06-11,0.016582947581828187
2006-06-12,0.016496990815593797
2006-06-13,0.016413522617587047
2006-06-14,0.01632698080373621
2006-06-15,0.016246289715893213
2006-06-16,0.016170849645075827
2006-06-17,0.016100414566825122
2006-06-18,0.016035149698596735
2006-06-19,0.015975679685186317
2006-06-20,0.015920551998518037
2006-06-21,0.015869355900446698
2006-06-22,0.015824200777284636
2006-06-23,0.015785966559030678
