WY,flow
2006,2008.4778788674723
2007,1804.1131504146588
2008,5865.848850711723
2009,140.9356002049654
2010,1257.8949961096355
2011,1933.0338453730476
2012,580.3410491974312
2013,565.0932248728743
2014,912.8980554555754
2015,786.8779889504893
2016,2364.175093765421
2017,710.072891307569
2018,407.8288513358923
2019,1309.309710618576
2020,727.1130197436739
2021,7927.276296528531
2022,2738.2158041316916
2023,391.44341994359996
2024,997.5238191893503
2025,2888.7142377204805
2026,811.7589029243094
2027,977.1178328709956
2028,2124.7371967497093
2029,4259.15148156675
2030,5885.210554979042
2031,485.32285202253644
2032,1191.9828226473537
2033,2747.3727933228693
2034,2686.6922519189375
2035,2636.640114664912
2036,635.4560339688109
2037,2522.7319760594405
2038,2280.2723558848334
2039,2723.787979894608
2040,2613.2078335297897
2041,1608.8644648744644
2042,3988.8787372286642
2043,2173.8451295787127
2044,1779.06171516787
2045,273.60762030863
2046,342.61906724040574
2047,1439.231521985786
2048,2399.97469597939
2049,2276.674972411944
2050,760.2629622124991
2051,1559.0831822050775
2052,4138.653416044678
2053,5024.034664151867
2054,1525.4175225199892
2055,1366.122975593795
2056,4159.433388951885
2057,7367.387717130803
2058,5543.208255998597
2059,1452.5958225607117
2060,842.1324018199895
2061,2408.975077418084
2062,3449.480756253002
2063,1011.3464759511597
2064,2268.4646473255066
2065,3291.3393591146287
2066,2122.316899355671
2067,2613.6493842549903
2068,2434.497028859152
2069,1138.0331963678848
2070,4830.052515457816
2071,4459.99725655009
2072,360.50858309224174
2073,2449.0073274390334
2074,1778.3084216781353
2075,869.9553435080549
2076,2044.5812509553818
2077,6708.384879735401
2078,4295.635363744518
2079,8363.074005171115
2080,1605.1101997306891
2081,611.1407152731076
2082,1341.6140581203076
2083,1585.9586863389218
2084,556.2675399700275
2085,2012.0275041255265
2086,925.7603568339855
2087,1947.7759509676848
2088,3541.0811586028576
2089,1106.4956182468609
2090,3750.0877724073152
2091,1448.1931997668798
2092,2512.0920338274186
2093,1342.942139376527
2094,1047.9872790501504
2095,1292.648064235526
2096,403.7860591372106
2097,1354.7781849901364
2098,2961.5278743568556
2099,581.6901524822374
2100,118.81332437071705
