Date,01,02,03,04,05,06,07,08,09,10,11,12
2006-01-01,9.25768207294961,10.552305692558482,42.1183803668114,72.64053618648725,110.64400186670896,33.920279888253226,4.560158045944719,1.2988290711965074,1.1660138781072067,0.5944595697097584,2.827030222068114,3.320245618594625
2006-02-01,10.552305692558482,42.1183803668114,72.64053618648725,110.64400186670896,33.920279888253226,4.560158045944719,1.2988290711965074,1.1660138781072067,0.5944595697097584,2.827030222068114,3.320245618594625,4.377427674600285
2006-03-01,33.162876389811984,60.92970414836071,110.64400186670896,33.920279888253226,3.7119241284134383,1.2114361816590415,1.0087744047048028,0.5944595697097584,2.827030222068114,3.320245618594625,4.377427674600285,8.658744729486923
2006-04-01,52.146580119765815,110.64400186670896,33.920279888253226,3.0757486902649784,1.145891514505942,0.8908447996529998,0.5944595697097584,2.827030222068114,3.320245618594625,4.377427674600285,8.658744729486923,20.25445540743656
2006-05-01,110.64400186670896,33.920279888253226,3.0757486902649784,1.145891514505942,0.8908447996529998,0.5944595697097584,2.827030222068114,3.320245618594625,4.377427674600285,8.658744729486923,20.25445540743656,39.939958892895525
2006-06-01,33.920279888253226,3.0757486902649784,1.145891514505942,0.8908447996529998,0.5944595697097584,2.827030222068114,3.320245618594625,4.377427674600285,8.658744729486923,20.25445540743656,39.939958892895525,115.89685125347373
2006-07-01,3.0757486902649784,1.145891514505942,0.8908447996529998,0.5944595697097584,2.827030222068114,3.320245618594625,4.377427674600285,8.658744729486923,20.25445540743656,39.939958892895525,115.89685125347373,49.443801688314245
2006-08-01,1.145891514505942,0.8908447996529998,0.5944595697097584,2.827030222068114,3.320245618594625,4.377427674600285,8.658744729486923,20.25445540743656,39.939958892895525,115.89685125347373,49.443801688314245,4.581742145852157
2006-09-01,0.8908447996529998,0.5944595697097584,2.827030222068114,3.320245618594625,4.377427674600285,8.658744729486923,20.25445540743656,39.939958892895525,115.89685125347373,49.443801688314245,4.581742145852157,1.177539057664765
2006-10-01,0.5944595697097584,2.827030222068114,3.320245618594625,4.377427674600285,8.658744729486923,20.25445540743656,39.939958892895525,115.89685125347373,49.443801688314245,4.581742145852157,1.177539057664765,0.787151302415816
2006-11-01,2.827030222068114,3.320245618594625,4.377427674600285,8.658744729486923,20.25445540743656,39.939958892895525,115.89685125347373,49.443801688314245,4.581742145852157,1.177539057664765,0.787151302415816,0.6381422029872487
2006-12-01,3.320245618594625,4.377427674600285,8.658744729486923,20.25445540743656,39.939958892895525,115.89685125347373,49.443801688314245,4.581742145852157,1.177539057664765,0.787151302415816,0.6381422029872487,3.4882565454821055
2007-01-01,4.272130320351114,5.903944852501433,14.255311868494964,17.710740665570945,134.28182410715038,103.7761279885278,11.337128596087021,1.4412430154112115,0.6993931405398796,0.6381422029872487,3.4882565454821055,3.037173241335327
