WY,flow
2006,2439.8971627672086
2007,1755.992935611964
2008,557.2358377995682
2009,935.770455924591
2010,673.6437852163943
2011,573.4889465996492
2012,753.7707425886417
2013,1467.844178005888
2014,1759.6795099215576
2015,8741.78342420894
2016,1892.857494593804
2017,2157.1909051782914
2018,1543.2756411512041
2019,1413.1127588236259
2020,376.48271168889886
2021,1111.7329745643067
2022,2418.7349995768213
2023,855.0756836663091
2024,1640.5243187434019
2025,659.7577871984909
2026,477.2478178653431
2027,1918.41338732076
2028,1185.3683247037325
2029,1571.7875678669573
2030,4232.927847249549
2031,1541.6754452785865
2032,1963.7423757985862
2033,2179.167632650245
2034,1494.0782726238458
2035,2176.4326248386296
2036,781.7554428157823
2037,706.6096962472162
2038,2170.0912493667815
2039,2060.3972903771346
2040,974.2709343888054
2041,782.9436484287465
2042,3265.9842157264884
2043,2880.7278113549933
2044,1249.9012580488868
2045,3234.3852115247455
2046,465.1365933932795
2047,635.1143962936326
2048,2089.6441878096493
2049,3499.008100477629
2050,5450.123079863571
2051,2864.593195973166
2052,3531.49255921927
2053,1596.6244096288026
2054,549.9774179767455
2055,1592.692266651761
2056,1607.3482430469162
2057,4407.774675798845
2058,2168.320279287234
2059,1219.5279792323538
2060,1863.740125656965
2061,1389.8428699483904
2062,944.9329680325919
2063,3235.7209960542086
2064,2017.2493606298535
2065,2824.9225848398123
2066,4429.304625572936
2067,2335.7884445858044
2068,2826.0040847022683
2069,587.1049160797678
2070,2087.9353282157963
2071,311.2087507601725
2072,2467.991576634619
2073,2810.1779413647982
2074,2248.886218975261
2075,6752.859717417376
2076,1240.132471983402
2077,2764.5824280221373
2078,3193.214883005121
2079,1818.6475590666148
2080,1097.1463655717835
2081,1286.8495823665523
2082,2116.1734102577093
2083,4271.675971032482
2084,1428.5215626501895
2085,790.5409904090691
2086,1309.9835257395252
2087,3167.2481427932844
2088,695.3074648041318
2089,659.0905569895078
2090,579.1620950808347
2091,420.4833865765763
2092,1325.3550742077114
2093,1550.0197057036894
2094,3362.2293820673935
2095,4738.307870775904
2096,1636.0555134310232
2097,830.052849383186
2098,1287.7740337303987
2099,1467.76199982277
2100,179.4717294049006
