StationID,Duration,SensorNumber,SensorType,DateTime,ObsDate,Value,DataFlag,SensorUnits
TLG,M,65,MON FNF,1950-01-01,1950-01-31T08:00:00Z,77460,,AF
TLG,M,65,MON FNF,1950-02-01,1950-02-28T08:00:00Z,124320,,AF
TLG,M,65,MON FNF,1950-03-01,1950-03-31T08:00:00Z,128310,,AF
TLG,M,65,MON FNF,1950-04-01,1950-04-30T08:00:00Z,329130,,AF
TLG,M,65,MON FNF,1950-05-01,1950-05-31T07:00:00Z,467440,,AF
TLG,M,65,MON FNF,1950-06-01,1950-06-30T07:00:00Z,319390,,AF
TLG,M,65,MON FNF,1950-07-01,1950-07-31T07:00:00Z,62240,,AF
TLG,M,65,MON FNF,1950-08-01,1950-08-31T07:00:00Z,6510,,AF
TLG,M,65,MON FNF,1950-09-01,1950-09-30T08:00:00Z,0,,AF
TLG,M,65,MON FNF,1950-10-01,1950-10-31T08:00:00Z,24440,,AF
TLG,M,65,MON FNF,1950-11-01,1950-11-30T08:00:00Z,521560,,AF
TLG,M,65,MON FNF,1950-12-01,1950-12-31T08:00:00Z,508990,,AF
TLG,M,65,MON FNF,1951-01-01,1951-01-31T08:00:00Z,159240,,AF
TLG,M,65,MON FNF,1951-02-01,1951-02-28T08:00:00Z,138910,,AF
TLG,M,65,MON FNF,1951-03-01,1951-03-31T08:00:00Z,168700,,AF
TLG,M,65,MON FNF,1951-04-01,1951-04-30T07:00:00Z,253810,,AF
TLG,M,65,MON FNF,1951-05-01,1951-05-31T07:00:00Z,372860,,AF
TLG,M,65,MON FNF,1951-06-01,1951-06-30T07:00:00Z,256730,,AF
TLG,M,65,MON FNF,1951-07-01,1951-07-31T07:00:00Z,60100,,AF
TLG,M,65,MON FNF,1951-08-01,1951-08-31T07:00:00Z,9570,,AF
TLG,M,65,MON FNF,1951-09-01,1951-09-30T07:00:00Z,270,,AF
TLG,M,65,MON FNF,1951-10-01,1951-10-31T08:00:00Z,9020,,AF
TLG,M,65,MON FNF,1951-11-01,1951-11-30T08:00:00Z,30850,,AF
TLG,M,65,MON FNF,1951-12-01,1951-12-31T08:00:00Z,121410,,AF
TLG,M,65,MON FNF,1952-01-01,1952-01-31T08:00:00Z,218690,,AF
TLG,M,65,MON FNF,1952-02-01,1952-02-29T08:00:00Z,147760,,AF
TLG,M,65,MON FNF,1952-03-01,1952-03-31T08:00:00Z,239840,,AF
TLG,M,65,MON FNF,1952-04-01,1952-04-30T07:00:00Z,466420,,AF
TLG,M,65,MON FNF,1952-05-01,1952-05-31T07:00:00Z,791330,,AF
TLG,M,65,MON FNF,1952-06-01,1952-06-30T07:00:00Z,594180,,AF
TLG,M,65,MON FNF,1952-07-01,1952-07-31T07:00:00Z,291860,,AF
TLG,M,65,MON FNF,1952-08-01,1952-08-31T07:00:00Z,54090,,AF
TLG,M,65,MON FNF,1952-09-01,1952-09-30T08:00:00Z,16910,,AF
TLG,M,65,MON FNF,1952-10-01,1952-10-31T08:00:00Z,8670,,AF
TLG,M,65,MON FNF,1952-11-01,1952-11-30T08:00:00Z,11860,,AF
TLG,M,65,MON FNF,1952-12-01,1952-12-31T08:00:00Z,53060,,AF
TLG,M,65,MON FNF,1953-01-01,1953-01-31T08:00:00Z,145090,,AF
TLG,M,65,MON FNF,1953-02-01,1953-02-28T08:00:00Z,63530,,AF
TLG,M,65,MON FNF,1953-03-01,1953-03-31T08:00:00Z,106650,,AF
TLG,M,65,MON FNF,1953-04-01,1953-04-30T07:00:00Z,269600,,AF
TLG,M,65,MON FNF,1953-05-01,1953-05-31T07:00:00Z,259520,,AF
TLG,M,65,MON FNF,1953-06-01,1953-06-30T07:00:00Z,414410,,AF
TLG,M,65,MON FNF,1953-07-01,1953-07-31T07:00:00Z,169820,,AF
TLG,M,65,MON FNF,1953-08-01,1953-08-31T07:00:00Z,17790,,AF
TLG,M,65,MON FNF,1953-09-01,1953-09-30T08:00:00Z,5400,,AF
TLG,M,65,MON FNF,1953-10-01,1953-10-31T08:00:00Z,7330,,AF
TLG,M,65,MON FNF,1953-11-01,1953-11-30T08:00:00Z,17170,,AF
TLG,M,65,MON FNF,1953-12-01,1953-12-31T08:00:00Z,24200,,AF
TLG,M,65,MON FNF,1954-01-01,1954-01-31T08:00:00Z,41890,,AF
TLG,M,65,MON FNF,1954-02-01,1954-02-28T08:00:00Z,101380,,AF
TLG,M,65,MON FNF,1954-03-01,1954-03-31T08:00:00Z,213200,,AF
TLG,M,65,MON FNF,1954-04-01,1954-04-30T07:00:00Z,349170,,AF
TLG,M,65,MON FNF,1954-05-01,1954-05-31T07:00:00Z,447550,,AF
TLG,M,65,MON FNF,1954-06-01,1954-06-30T07:00:00Z,185140,,AF
TLG,M,65,MON FNF,1954-07-01,1954-07-31T07:00:00Z,37920,,AF
TLG,M,65,MON FNF,1954-08-01,1954-08-31T07:00:00Z,3080,,AF
TLG,M,65,MON FNF,1954-09-01,1954-09-30T08:00:00Z,1150,,AF
TLG,M,65,MON FNF,1954-10-01,1954-10-31T08:00:00Z,4060,,AF
TLG,M,65,MON FNF,1954-11-01,1954-11-30T08:00:00Z,15380,,AF
TLG,M,65,MON FNF,1954-12-01,1954-12-31T08:00:00Z,49990,,AF
TLG,M,65,MON FNF,1955-01-01,1955-01-31T08:00:00Z,66700,,AF
TLG,M,65,MON FNF,1955-02-01,1955-02-28T08:00:00Z,61170,,AF
TLG,M,65,MON FNF,1955-03-01,1955-03-31T08:00:00Z,82400,,AF
TLG,M,65,MON FNF,1955-04-01,1955-04-30T07:00:00Z,143950,,AF
TLG,M,65,MON FNF,1955-05-01,1955-05-31T07:00:00Z,366450,,AF
TLG,M,65,MON FNF,1955-06-01,1955-06-30T07:00:00Z,292180,,AF
TLG,M,65,MON FNF,1955-07-01,1955-07-31T07:00:00Z,39300,,AF
