WY,flow
2015,3134.377095433292
2016,2201.4945022752695
2017,4074.4139062370423
2018,1729.1548621908703
2019,2911.812535676112
2020,1647.6578923936013
2021,4097.665921373629
2022,1443.047122125469
2023,2550.7523785012245
2024,1321.319735018996
2025,1702.1603463860602
2026,3624.6061872913115
2027,4491.86608127403
2028,3318.908122960523
2029,1891.8128570133101
2030,4066.346946807387
2031,831.0381616790263
2032,3818.928725618609
2033,3105.6365107153288
2034,1329.9376052938758
2035,1225.216503570555
2036,1715.502372876624
2037,1550.5600603541234
2038,744.4553471496116
2039,2185.4730681159785
2040,1974.4812778299965
2041,3248.890931966921
2042,2428.83938896563
2043,1466.9200312884266
2044,1615.257954653623
2045,2348.977016441381
2046,4111.353132907354
2047,1459.7496085405292
2048,1230.2159314441335
2049,2377.97873405777
2050,2934.0210214640174
2051,1731.8899259297086
2052,3597.6619259376585
2053,2336.540596293401
2054,979.9820295082758
2055,1245.9051593939957
2056,1244.4801614233
2057,1050.8794725196651
2058,2966.035218473293
2059,1863.2565386716374
2060,2256.4252950645487
2061,3413.9948907239673
2062,2699.612694546168
2063,1641.7229639140287
2064,3893.68305877106
2065,4267.094272664074
2066,736.4416605389807
2067,1070.4875618892327
2068,3178.0721427269186
2069,5266.975767197812
2070,5170.524745647924
2071,3162.537688866079
2072,1071.2581026250639
2073,2570.8137123482097
2074,3620.806585710131
2075,1452.9621385600478
2076,1623.4374685887442
2077,3810.190610952649
2078,2070.9825997325734
2079,3672.5938971479663
2080,2109.8477025302286
2081,1944.51198935224
2082,3181.533460968549
2083,3373.879604162883
2084,3733.0699110731252
2085,2115.414642407963
2086,2371.407099865049
2087,872.7538719692448
2088,961.4421581054303
2089,2460.980370319443
2090,1041.935147442974
2091,2973.4621123286033
2092,1913.576841559775
2093,2130.523381010954
2094,2888.868807341947
2095,886.6135094538267
2096,925.1845364693422
2097,548.7793012541514
2098,2830.0459065606046
2099,2250.2580889630317
2100,3904.443790931955
2101,180.79563536111232
