Month,Day,Critical,Dry,Below,Above,Wet
1,1,19.02272727,48.43588235,35.58421053,64.95409091,32.82605263
1,2,34.91818182,49.03294118,77.44210526,104.9704545,65.11578947
1,3,60.92909091,103.6011765,82.88421053,87.71363636,52.73157895
1,4,49.80818182,94.14705882,86.3,102.7863636,58.73421053
1,5,49.92954545,122.4058824,85.49473684,124.2272727,48.82105263
1,6,39.16818182,96.38823529,61.97894737,142.4477273,90.44210526
1,7,39.66727273,69.42294118,61.53157895,129.5268182,51.48421053
1,8,28.07727273,43.88294118,60.2,144.8536364,81.80578947
1,9,44.30363636,51.89352941,41.88947368,134.3854545,77.125
1,10,56.015,87.14,52.34210526,115.3590909,86.47078947
1,11,69.10727273,87.52882353,44.92631579,132.5318182,75.68552632
1,12,70.87454545,93.38235294,59.6,144.7909091,88.96263158
1,13,62.37045455,99.64,53.86315789,105.4136364,114.9155263
1,14,65.02681818,120.9,45.76842105,112.2772727,98.84657895
1,15,40.25227273,99.86588235,76.2,122.3286364,111.8002632
1,16,58.38181818,90.13352941,99.91052632,104.9272727,94.28973684
1,17,80.48181818,107.1176471,103.9,47.90227273,133.2868421
1,18,80.43772727,87.03529412,106.2789474,56.03181818,100.2944737
1,19,83.20090909,113.9929412,126.9473684,71.73,91.91921053
1,20,82.38363636,121.2788235,135.5778947,115.5318182,91.69289474
1,21,73.40363636,115.9123529,138.5742105,161.6245455,49.71315789
1,22,64.42727273,85.03529412,152.1,97.15727273,59.8
1,23,84.51363636,84.43294118,159.8157895,95.79090909,52.055
1,24,118.2913636,107.8776471,156.6957895,91.16363636,77.98394737
1,25,87.10318182,131.8235294,147.8526316,102.3363636,51.995
1,26,128.5772727,131.94,133.1105263,104.7727273,68.18815789
1,27,83.25090909,95.39882353,126.7368421,64.20454545,96.26815789
1,28,129.2963636,91.66764706,149.9052632,69.34545455,99.41210526
1,29,162.2104545,78.94058824,125.6547368,92.16545455,83.58
1,30,117.3431818,63.28411765,68.73684211,87.47909091,66.44947368
1,31,145.2295455,90.55235294,81.25263158,82.595,107.1589474
2,1,88.26045455,151.87,102.8684211,72.84,129.0368421
2,2,166.9386364,204.1235294,114.1578947,76.84818182,172.3736842
2,3,140.58,159.7817647,127.8,107.3772727,206.9894737
2,4,131.6890909,139.4823529,143.0736842,80.65909091,179.5684211
2,5,144.3109091,133.7976471,139.6052632,102.4954545,159.4578947
2,6,136.6463636,123.9741176,129.2157895,107.8681818,169.9026316
2,7,151.55,115.3764706,112.9263158,76.04090909,185.5742105
2,8,89.43181818,84.54117647,143.4726316,107.6272727,144.6394737
2,9,119.5177273,110.5235294,159.4052632,83.56363636,166.7147368
2,10,137.485,109.5517647,147.1315789,63.64090909,152.6415789
2,11,109.4763636,101.9352941,151.1,66.60909091,149.2802632
2,12,126.5954545,84.73529412,148.9368421,81.62272727,143.8415789
2,13,112.6777273,88.85882353,157.3842105,80.94545455,180.4052632
2,14,101.2,76.31176471,135.8684211,82.45,172.7789474
2,15,73.38636364,75.57647059,137.4894737,85.14090909,166.1
2,16,75.38181818,101.7176471,133.6789474,75.55909091,174.8473684
2,17,152.3863636,85.53529412,135.7105263,53.56409091,159.2289474
2,18,176.5636364,92.8,151.4578947,39.54545455,147.4105263
2,19,176.5727273,139.0823529,188.9368421,46.8,142.4894737
2,20,167.0590909,175.7411765,170.9631579,72.01909091,127.4342105
2,21,188.2818182,166.5235294,174.4789474,77.98636364,150.4002632
2,22,170.3181818,138.0941176,129.2947368,77.45454545,134.2931579
2,23,216.2136364,115.1476471,137.4578947,100.9227273,113.3528947
2,24,188.8454545,120.0529412,249.3263158,88.89090909,118.4418421
2,25,188.5545455,108.2141176,310.2263158,73.4,122.895
2,26,225.5318182,131.29,341.2526316,138.0863636,139.7547368
2,27,209.0318182,174.0558824,442.6631579,80.35,147.2673684
2,28,206.6409091,202.9764706,457.2315789,76.08181818,159.9815789
2,29,177.6,213.6714286,251.3,9.68,144.7
3,1,260.7409091,263.2823529,415.1631579,104.9,177.6160526
3,2,294.4090909,392.5294118,300.7157895,135.8409091,180.1334211
3,3,269.75,333.7647059,326,139.0636364,169.7626316
3,4,276.8545455,491.8823529,390.3315789,171.8045455,228.2231579
3,5,316.9772727,554.1352941,414.9578947,165.5909091,260.9523684
3,6,262.5227273,546.5470588,438.1736842,176.5013636,270.0942105
3,7,310.25,561.7235294,393.9789474,181.5818182,270.5213158
3,8,310.6590909,442.7823529,402.1578947,190.3454545,283.8523684
3,9,363.6818182,469.7117647,429.1736842,274.3772727,296.8842105
3,10,482.1136364,417.3882353,476.2684211,312.5045455,347.5078947
3,11,429.25,548.1,505.5315789,304.4136364,359.7157895
3,12,475.9772727,601.4647059,532.4473684,329.8409091,381.8052632
3,13,478.75,598.4705882,579.9052632,326.1127273,416.2289474
3,14,526.3863636,594.0941176,554.7210526,346.2422727,414.5
3,15,554.1590909,532.6176471,535.3263158,392.6681818,397.5842105
3,16,674.6136364,589.5764706,560.2368421,471.8454545,424.4289474
3,17,616.8409091,513.2352941,530.0684211,443.7772727,479.0947368
3,18,662.3863636,609.5,499.8526316,441.3181818,499.6210526
3,19,686.8409091,697.1647059,514.3842105,466.4909091,468.6421053
3,20,773.8409091,759.6588235,556.5,477.4818182,440.8684211
3,21,846.9772727,752.2941176,573.3421053,510.4090909,431.6815789
3,22,868.4772727,791.5294118,564.2578947,556.25,467.75
3,23,868.7954545,836.8529412,664.0736842,625.6954545,396.55
3,24,840.9772727,748.4470588,737.3157895,627.1636364,455.385
3,25,875.6477273,846.1505882,769.8421053,650.5227273,500.1152632
3,26,833.3113636,899.5176471,811.9368421,690.6181818,520.2392105
3,27,798.0409091,938.0588235,783.9947368,735.0318182,547.2105263
3,28,833.6113636,952.8823529,760.2315789,737.5818182,572.5276316
3,29,788.6477273,936.2352941,716.6,728.0727273,545.9705263
3,30,849.375,1004.141176,768.6789474,718.3454545,585.8842105
3,31,858.7886364,973.5647059,793.9421053,705.4090909,608.3710526
4,1,923.7727273,1118.188235,870.3105263,739.7,714.7184211
4,2,952.9090909,1233.058824,908.0526316,793.5909091,703.8078947
4,3,976.0454545,1266.470588,870,834.6545455,749.3631579
4,4,1016.272727,1223.411765,910.0526316,868.9818182,756.8473684
4,5,1018.181818,1175.347059,976.4210526,943.5636364,755.7473684
4,6,1031.759091,1249.470588,965.3684211,1005.636364,762.7605263
4,7,981.5727273,1127.352941,958.6315789,992.0909091,751.2368421
4,8,1004.636364,1152.117647,999.5263158,892.6363636,795.6052632
4,9,931.5,1181.117647,1013.894737,1011.772727,808.4218421
4,10,937.1363636,1241.941176,1023.252632,966.1363636,818.6815789
4,11,984.1818182,1192.647059,960.6736842,957.6818182,761.2605263
4,12,1042.409091,1127.941176,1080.2,962.9090909,733.4868421
4,13,952.7727273,1273.764706,1133.105263,916.1363636,724.8
4,14,964.7727273,1148.647059,1099.526316,949.7727273,724.7
4,15,984.4090909,1170.1,1113.747368,903.1818182,745.7226316
4,16,987.0454545,1135.352941,1143.210526,1061.272727,744.6578947
4,17,1042.590909,1234.647059,1137.789474,1054.545455,765.6052632
4,18,1134.090909,1260.941176,1123.157895,1076.090909,775.1052632
4,19,1074.454545,1198.294118,1208,1071.681818,816.8684211
4,20,1171.636364,1178.588235,1190.210526,1060.545455,886.3421053
4,21,1118.818182,1080,1351.947368,1048.136364,931.1578947
4,22,1080.318182,1181.294118,1375.157895,944.4818182,1020.026316
4,23,1039.272727,1145.935294,1363,1124.540909,1019.236842
4,24,1003.272727,1192.294118,1321.842105,1204.363636,1103.368421
4,25,1010.318182,1200.852941,1322.052632,1241,1118.447368
4,26,961.6363636,1183.729412,1326.842105,1248.909091,1132.315789
4,27,1022,1171.882353,1356.315789,1298.681818,1071.315789
4,28,959.7386364,1061.470588,1382,1268.272727,1070.210526
4,29,889.4204545,1116.882353,1409.210526,1085.318182,1150.052632
4,30,892.6363636,1136.235294,1378.263158,1224.454545,1147.526316
5,1,942.6818182,1089.705882,1369.421053,1212.727273,1168.605263
5,2,948.7272727,1135.588235,1370.263158,1138.909091,1224.078947
5,3,959.8636364,1150.235294,1368.684211,1161.590909,1278.842105
5,4,1109.6,1202.705882,1361.684211,1155.5,1239.342105
5,5,1089.463636,1159,1365.947368,1146.772727,1268.289474
5,6,1071.504545,1155.529412,1388.947368,1115.409091,1294.184211
5,7,988.0272727,1148.588235,1401.842105,1247.454545,1241.605263
5,8,956.0636364,1214.176471,1406.578947,1270.045455,1252.868421
5,9,907.7,1181.235294,1374.631579,1317.681818,1267.289474
5,10,835.45,1120.058824,1475.684211,1296.590909,1312.710526
5,11,969.55,1241.529412,1520.578947,1312.818182,1351.289474
5,12,988.2272727,1195.411765,1482.210526,1262.136364,1348.710526
5,13,977.5,1153.470588,1534.631579,1126.636364,1315.236842
5,14,947.5454545,1080.823529,1530.578947,1208.5,1276.289474
5,15,970.6590909,1184,1529.052632,1157.590909,1271.342105
5,16,975.0227273,1210.058824,1523.947368,1168.409091,1306.263158
5,17,899.4863636,1245.764706,1600.421053,1229.727273,1341.131579
5,18,983.4636364,1212.352941,1601.578947,1291.272727,1314.342105
5,19,951.3454545,1150.470588,1571.052632,1274.136364,1329.289474
5,20,1005.254545,1234.117647,1538.684211,1241.863636,1315.631579
5,21,896.7954545,1252.823529,1485.578947,1337.636364,1326.526316
5,22,900.2045455,1215.529412,1458.578947,1412.136364,1339.605263
5,23,1048.245455,1302.058824,1462.473684,1375.318182,1389.236842
5,24,988.5181818,1329.647059,1456.263158,1402.045455,1335.342105
5,25,961.2454545,1293.529412,1410.315789,1392.590909,1295.315789
5,26,1012.977273,1268.058824,1433.421053,1346.772727,1305.342105
5,27,1004.613636,1300.588235,1443.263158,1311.045455,1324.894737
5,28,940.1045455,1261.470588,1400.263158,1301.409091,1330.868421
5,29,918.9727273,1275.411765,1393.526316,1295.909091,1316.552632
5,30,882.4227273,1239.941176,1345.894737,1276.954545,1341.131579
5,31,970.5909091,1219,1359.105263,1297.363636,1365.105263
6,1,1085.363636,1272.411765,1379.736842,1287.545455,1351.842105
6,2,1155.136364,1184.117647,1370.894737,1279.863636,1385.263158
6,3,1097.318182,1253.882353,1411.052632,1283,1345.184211
6,4,1077.363636,1259.176471,1403.789474,1287.136364,1316.289474
6,5,1002.55,1256.882353,1389.526316,1385.363636,1323.315789
6,6,1024.136364,1285.764706,1355.789474,1413.545455,1408.815789
6,7,1068.140909,1181.176471,1384.789474,1426.863636,1421.947368
6,8,1208.045455,1242.352941,1479.210526,1462.772727,1352.684211
6,9,1201.427273,1208.588235,1519.210526,1463.681818,1324.444737
6,10,1114.45,1364.352941,1506.947368,1283.636364,1276.868421
6,11,1166.990909,1391.705882,1508.157895,1365.954545,1256.531579
6,12,1097.490909,1350.411765,1552.473684,1387.545455,1308.631579
6,13,1120.518182,1250.352941,1592.157895,1334.818182,1320.078947
6,14,1179.186364,1272.764706,1614.210526,1386.272727,1357.052632
6,15,1333.545455,1297,1612,1318.727273,1349
6,16,1282.5,1310,1580.526316,1326.181818,1317.789474
6,17,1299.590909,1450.411765,1519.947368,1333.181818,1400
6,18,1227.136364,1446.294118,1505.684211,1409.590909,1432.105263
6,19,1257.136364,1427.588235,1553.157895,1468.909091,1470.184211
6,20,1320.090909,1409.411765,1546.526316,1488,1503.236842
6,21,1254.590909,1443.529412,1555.578947,1520.727273,1519.210526
6,22,1384.090909,1476.647059,1460.157895,1557.454545,1519.578947
6,23,1333.772727,1393.823529,1513.947368,1528.681818,1518.421053
6,24,1339.772727,1521,1549,1396.772727,1494.5
6,25,1339.045455,1390.294118,1595.421053,1472.772727,1551.289474
6,26,1239.590909,1411.823529,1503.052632,1473.227273,1486.105263
6,27,1301.227273,1465.176471,1469.052632,1486.863636,1424.868421
6,28,1234.636364,1457.058824,1471.210526,1483.681818,1404.526316
6,29,1239.636364,1488.529412,1447.421053,1512.772727,1465.736842
6,30,1310.681818,1426.294118,1437.894737,1425.954545,1540.447368
7,1,1252.545455,1433.117647,1415.578947,1431.409091,1569.684211
7,2,1202.954545,1382.705882,1410.210526,1375.590909,1496.131579
7,3,1190.181818,1481.588235,1370.684211,1333.5,1536.052632
7,4,1028.727273,1331.823529,1364.632105,1259.136364,1458.210526
7,5,1156.5,1384.705882,1342.263158,1295.5,1482.210526
7,6,1274.5,1404.176471,1373.684211,1330.181818,1412.552632
7,7,1320.590909,1316.117647,1427.210526,1404.954545,1477.026316
7,8,1378.954545,1426.941176,1449.842105,1396.909091,1565.921053
7,9,1387,1405.705882,1393.736842,1423.545455,1594.5
7,10,1453.559091,1497.294118,1379.894737,1408.818182,1629.236842
7,11,1354.045455,1416.941176,1410.315789,1408.363636,1624.236842
7,12,1289.454545,1516.941176,1388.105263,1390.045455,1674.289474
7,13,1358.045455,1476.529412,1385.421053,1347.545455,1590.657895
7,14,1347.181818,1488,1346.263158,1345.090909,1587.710526
7,15,1352.909091,1428.117647,1309.947368,1307.409091,1583.763158
7,16,1353.454545,1283.823529,1267.842105,1337.590909,1515.736842
7,17,1366.7,1335.058824,1237.368421,1337.136364,1504.026316
7,18,1394.272727,1400,1264.157895,1330.363636,1497.315789
7,19,1355.181818,1372.705882,1287.894737,1255.636364,1520.526316
7,20,1306.136364,1404.588235,1268.105263,1261.454545,1496.894737
7,21,1357.136364,1389.411765,1257.578947,1253.681818,1485.710526
7,22,1314.863636,1476.176471,1241,1166.818182,1556.131579
7,23,1285.136364,1458.235294,1200,1200.363636,1495.657895
7,24,1269.468182,1538.823529,1134.473684,1188.818182,1481.315789
7,25,1278.681818,1477.647059,1122.789474,1172.818182,1445.763158
7,26,1347.5,1435.411765,1134.421053,1189.727273,1438.578947
7,27,1343.818182,1505.058824,1150.631579,1153.227273,1415.842105
7,28,1359.954545,1394.705882,1144.421053,1158.909091,1369.026316
7,29,1367.181818,1443.529412,1118.631579,1166.590909,1365.789474
7,30,1322.681818,1376,1077.947368,1197.590909,1361.947368
7,31,1212,1429.588235,1069.789474,1158.409091,1381.973684
8,1,1301.545455,1370.823529,1117.684211,1183.272727,1289.131579
8,2,1248.590909,1309.470588,1131.368421,1200.409091,1268.815789
8,3,1348.363636,1465.176471,1129.578947,1234.363636,1289.131579
8,4,1310.818182,1361.235294,1121.105263,1181.136364,1342.236842
8,5,1310.272727,1469.235294,1107.210526,1067.954545,1342.131579
8,6,1293.136364,1413.470588,1111.894737,1158.409091,1368.157895
8,7,1285.172727,1377.588235,1103.263158,1161.772727,1349.842105
8,8,1272.636364,1460.117647,1165,1184.681818,1259.578947
8,9,1194.863636,1342.529412,1148.631579,1152.318182,1255.078947
8,10,1241.863636,1404.176471,1146.052632,1174.772727,1223.421053
8,11,1193.227273,1290.117647,1145.421053,1152.772727,1229.210526
8,12,1166.636364,1329.529412,1142.894737,1023.363636,1221.289474
8,13,1171.440909,1378.352941,1140.368421,1171.5,1162.131579
8,14,1168.372727,1328.294118,1120.157895,1187.636364,1162.184211
8,15,1199.590909,1325.352941,1154.157895,1172.318182,1189.736842
8,16,1133.5,1319.352941,1143.473684,1176.318182,1205.210526
8,17,1202.863636,1423.647059,1147.526316,1098.954545,1147.815789
8,18,1171.727273,1347.117647,1104,1081.772727,1162.815789
8,19,1119.636364,1284.529412,1076.473684,1061.5,1192.631579
8,20,1164.681818,1222.941176,1033.736842,1108.772727,1147.368421
8,21,1056.318182,1214.470588,949.9473684,1059.681818,1163.052632
8,22,983.5909091,1190.941176,994.0526316,1010.590909,1112.789474
8,23,886.6363636,1199.764706,1029.105263,998.0909091,1136.5
8,24,977.6363636,1204.588235,1035.263158,1052.045455,1055.736842
8,25,951.8636364,1118.588235,1044.105263,1038.272727,1099
8,26,948.3181818,1138.705882,1021.473684,959.2272727,1085.631579
8,27,897.5909091,1110.235294,988.8947368,1027.409091,1069.842105
8,28,968,1198.411765,982,1046.772727,1040.368421
8,29,1051.636364,1132.882353,1035.105263,1026.409091,994.3684211
8,30,956.6363636,1061.294118,1036,980.8636364,975.2894737
8,31,1008.954545,1203.647059,1040.684211,1001.772727,928.9473684
9,1,850.0454545,1157.823529,994.8947368,949.0454545,951.9473684
9,2,755.8181818,1112.823529,999.3157895,772.7272727,1022.842105
9,3,711.7727273,1145.705882,971.9473684,759.2727273,1002.789474
9,4,641.8636364,1016.176471,887.1578947,853.9090909,931.1578947
9,5,637.9545455,929.8235294,822.2105263,836.0454545,930.8421053
9,6,614,895.5294118,841.7368421,854.9090909,932.3684211
9,7,611.5454545,839.4705882,851.2631579,904.1363636,879.5
9,8,651.1363636,855.9411765,877,831.3181818,899.3684211
9,9,625.1363636,913.1176471,866.1578947,686.2272727,894.8157895
9,10,556.9409091,883.8823529,849.5789474,804.1818182,846.1842105
9,11,553.7409091,792.1352941,828.5789474,798.7272727,777.8157895
9,12,610.3181818,733.38,741.6842105,747.5,771.1315789
9,13,619.5909091,667,786.6315789,769.3636364,714.0526316
9,14,675.6363636,745,793.3684211,693.2727273,698.4263158
9,15,545.6272727,686.3294118,775.2631579,726.8636364,717.6842105
9,16,462.2136364,777.4117647,735.8421053,659.1818182,723
9,17,456.2909091,731.3529412,696.2631579,840.7727273,713.8342105
9,18,402.7863636,734.8235294,663.2105263,840.1818182,704.4210526
