node,Turlock Irrigation District,Turlock Irrigation District,Tuolumne River Outflow,Tuolumne River Outflow,SFPUC,SFPUC,Modesto Irrigation District,Modesto Irrigation District,Groveland,Groveland
1990-11-18,0.5726586319332445,0.5726586319332445,0.3656494303522387,0.3656494303522387,0.7911069418179203,0.7911069418179203,0.4747547044495494,0.4747547044495494,0.0048931,0.0048931
1990-11-19,0.5076045630869657,0.5076045630869657,0.41629301641169353,0.41629301641169353,0.7132303755480782,0.7132303755480782,0.49055058721816663,0.49055058721816663,0.0048931,0.0048931
1990-11-20,0.5396447573191957,0.5396447573191957,0.3799747396113848,0.3799747396113848,0.7132303755480782,0.7132303755480782,0.445570483818922,0.445570483818922,0.0048931,0.0048931
1990-11-21,0.5026797047299973,0.5026797047299973,0.40633884843931434,0.40633884843931434,0.7132303755480782,0.7132303755480782,0.44323151844216147,0.44323151844216147,0.0048931,0.0048931
1990-11-22,0.38841340098595384,0.38841340098595384,0.5074186397249367,0.5074186397249367,0.7132303755480782,0.7132303755480782,0.41711401302266465,0.41711401302266465,0.0048931,0.0048931
1990-11-23,0.2892727850160289,0.2892727850160289,0.508711295119501,0.508711295119501,0.7132303755480782,0.7132303755480782,0.37457816474894506,0.37457816474894506,0.0048931,0.0048931
1990-11-24,0.5393462341838643,0.5393462341838643,0.09489975068279455,0.09489975068279455,0.7132303755480782,0.7132303755480782,0.3966397960915269,0.3966397960915269,0.0048931,0.0048931
1990-11-25,0.5675945658965881,0.5675945658965881,0.38974673727275444,0.38974673727275444,0.7132303755480782,0.7132303755480782,0.34567955768967784,0.34567955768967784,0.0048931,0.0048931
1990-11-26,0.47133322876821343,0.47133322876821343,0.5293140504649982,0.5293140504649982,0.7534453272008538,0.7534453272008538,0.27966167498755795,0.27966167498755795,0.0048931,0.0048931
1990-11-27,0.3985307057952911,0.3985307057952911,0.579375719940366,0.579375719940366,0.7534453272008538,0.7534453272008538,0.14012330901812378,0.14012330901812378,0.0048931,0.0048931
1990-11-28,0.5423353324171688,0.5423353324171688,0.13019118057218243,0.13019118057218243,0.7534453272008538,0.7534453272008538,0.23316233329771635,0.23316233329771635,0.0048931,0.0048931
1990-11-29,0.5967144923593595,0.5967144923593595,0.2125545687831587,0.2125545687831587,0.7534453272008538,0.7534453272008538,0.33326343551549,0.33326343551549,0.0048931,0.0048931
1990-11-30,0.510029870217533,0.510029870217533,0.4736466470672768,0.4736466470672768,0.7534453272008538,0.7534453272008538,0.31333624118712683,0.31333624118712683,0.0048931,0.0048931
1990-12-01,0.580956183018658,0.580956183018658,0.23109229987740892,0.23109229987740892,0.7534453272008538,0.7534453272008538,0.3783524593444905,0.3783524593444905,0.0048931,0.0048931
1990-12-02,0.6371574168127673,0.6371574168127673,0.285748414946468,0.285748414946468,0.7534453272008538,0.7534453272008538,0.4034376411352996,0.4034376411352996,0.0048931,0.0048931
1990-12-03,0.6865011256302372,0.6865011256302372,19.931745911756828,19.931745911756828,0.7149325686356937,0.7149325686356937,0.3972065857352572,0.3972065857352572,0.0048931,0.0048931
1990-12-04,0.67320524546802,0.67320524546802,0.3987971607575851,0.3987971607575851,0.7149325686356937,0.7149325686356937,0.3787401353926221,0.3787401353926221,0.0048931,0.0048931
1990-12-05,0.5760723135895979,0.5760723135895979,0.5058548379419232,0.5058548379419232,0.7149325686356937,0.7149325686356937,0.33705305965300114,0.33705305965300114,0.0048931,0.0048931
1990-12-06,0.4798682062850952,0.4798682062850952,0.5305687067065208,0.5305687067065208,0.7149325686356937,0.7149325686356937,0.26972329088581987,0.26972329088581987,0.0048931,0.0048931
1990-12-07,0.348175421172087,0.348175421172087,0.51841558890606,0.51841558890606,0.7149325686356937,0.7149325686356937,0.2500353180939209,0.2500353180939209,0.0048931,0.0048931
1990-12-08,0.4117608489976557,0.4117608489976557,0.23215614133137386,0.23215614133137386,0.7149325686356937,0.7149325686356937,0.321328580277224,0.321328580277224,0.0048931,0.0048931
1990-12-09,0.4289692383351088,0.4289692383351088,0.3718908969062401,0.3718908969062401,0.7149325686356937,0.7149325686356937,0.29926412507164835,0.29926412507164835,0.0048931,0.0048931
1990-12-10,0.408412904301155,0.408412904301155,0.3973758503560309,0.3973758503560309,0.7179114539433068,0.7179114539433068,0.2894794397985661,0.2894794397985661,0.0048931,0.0048931
1990-12-11,0.41552951023721374,0.41552951023721374,0.36389099700400135,0.36389099700400135,0.7179114539433068,0.7179114539433068,0.28550666797546514,0.28550666797546514,0.0048931,0.0048931
1990-12-12,0.45463836109361005,0.45463836109361005,0.3340787743077382,0.3340787743077382,0.7179114539433068,0.7179114539433068,0.2793538739212474,0.2793538739212474,0.0048931,0.0048931
1990-12-13,0.34402393881338633,0.34402393881338633,0.5320304000305052,0.5320304000305052,0.7179114539433068,0.7179114539433068,0.22497272720706113,0.22497272720706113,0.0048931,0.0048931
1990-12-14,0.211556230950114,0.211556230950114,0.47710365800313104,0.47710365800313104,0.7179114539433068,0.7179114539433068,0.24737160847288764,0.24737160847288764,0.0048931,0.0048931
1990-12-15,0.3716790911354388,0.3716790911354388,0.1379520269343849,0.1379520269343849,0.7179114539433068,0.7179114539433068,0.3163315530054173,0.3163315530054173,0.0048931,0.0048931
1990-12-16,0.378028508081216,0.378028508081216,0.3666183503430269,0.3666183503430269,0.7179114539433068,0.7179114539433068,0.31039861685570713,0.31039861685570713,0.0048931,0.0048931
1990-12-17,0.37764878046606665,0.37764878046606665,0.39843832441981725,0.39843832441981725,0.7223797819047264,0.7223797819047264,0.2793748511892003,0.2793748511892003,0.0048931,0.0048931
1990-12-18,0.3059297572667173,0.3059297572667173,0.46477212121357314,0.46477212121357314,0.7223797819047264,0.7223797819047264,0.2533565843834813,0.2533565843834813,0.0048931,0.0048931
1990-12-19,0.40560168254745216,0.40560168254745216,0.28069678379383345,0.28069678379383345,0.7223797819047264,0.7223797819047264,0.24002270673634918,0.24002270673634918,0.0048931,0.0048931
1990-12-20,0.21187950211738987,0.21187950211738987,0.5792512972276742,0.5792512972276742,0.7223797819047264,0.7223797819047264,0.22152842117277635,0.22152842117277635,0.0048931,0.0048931
1990-12-21,0.28437731494699475,0.28437731494699475,0.26911216671175076,0.26911216671175076,0.7223797819047264,0.7223797819047264,0.2469532733408247,0.2469532733408247,0.0048931,0.0048931
1990-12-22,0.25858445202877073,0.25858445202877073,0.48156355489451297,0.48156355489451297,0.7223797819047264,0.7223797819047264,0.15821741285459298,0.15821741285459298,0.0048931,0.0048931
1990-12-23,0.26299192184289805,0.26299192184289805,0.39190517345089193,0.39190517345089193,0.7223797819047264,0.7223797819047264,0.1289396013361753,0.1289396013361753,0.0048931,0.0048931
1990-12-24,0.2426753343684072,0.2426753343684072,0.39905512115858577,0.39905512115858577,0.7232309258528197,0.7232309258528197,0.11723589945439158,0.11723589945439158,0.0048931,0.0048931
1990-12-25,0.17698787057954715,0.17698787057954715,0.4669805946841581,0.4669805946841581,0.7232309258528197,0.7232309258528197,0.08297760043313018,0.08297760043313018,0.0048931,0.0048931
1990-12-26,0.21483843868676183,0.21483843868676183,0.3074481837103892,0.3074481837103892,0.7232309258528197,0.7232309258528197,0.10471368071344136,0.10471368071344136,0.0048931,0.0048931
1990-12-27,0.28909954879241695,0.28909954879241695,0.24166906303526042,0.24166906303526042,0.7232309258528197,0.7232309258528197,0.15581833953696694,0.15581833953696694,0.0048931,0.0048931
1990-12-28,0.20495005317291187,0.20495005317291187,0.48388143349788537,0.48388143349788537,0.7232309258528197,0.7232309258528197,0.12312123334220847,0.12312123334220847,0.0048931,0.0048931
1990-12-29,0.34365039820622306,0.34365039820622306,0.24581177838889803,0.24581177838889803,0.7232309258528197,0.7232309258528197,0.10564394186535755,0.10564394186535755,0.0048931,0.0048931
1990-12-30,0.3440162050534037,0.3440162050534037,0.3659219113603115,0.3659219113603115,0.7232309258528197,0.7232309258528197,0.10639105533168403,0.10639105533168403,0.0048931,0.0048931
1990-12-31,0.32269268202916834,0.32269268202916834,0.4383592864975587,0.4383592864975587,0.716634809127595,0.716634809127595,0.05639012352968612,0.05639012352968612,0.0048931,0.0048931
1991-01-01,0.06383383619621219,0.06383383619621219,0.6457578595067527,0.6457578595067527,0.716634809127595,0.716634809127595,0.036525941686981894,0.036525941686981894,0.0048931,0.0048931
1991-01-02,0.11717342412153152,0.11717342412153152,0.29255104593327563,0.29255104593327563,0.716634809127595,0.716634809127595,0.05767014028381889,0.05767014028381889,0.0048931,0.0048931
1991-01-03,0.20445741266201536,0.20445741266201536,0.22936223589797494,0.22936223589797494,0.716634809127595,0.716634809127595,0.1080587481339484,0.1080587481339484,0.0048931,0.0048931
1991-01-04,0.16713970061760705,0.16713970061760705,0.3622406786089406,0.3622406786089406,0.716634809127595,0.716634809127595,0.1501706135496178,0.1501706135496178,0.0048931,0.0048931
1991-01-05,0.1675464963926958,0.1675464963926958,0.36279766774795397,0.36279766774795397,0.716634809127595,0.716634809127595,0.15400098199603782,0.15400098199603782,0.0048931,0.0048931
1991-01-06,0.13143525090558503,0.13143525090558503,0.3880928706458015,0.3880928706458015,0.716634809127595,0.716634809127595,0.16905418879731865,0.16905418879731865,0.0048931,0.0048931
1991-01-07,0.13310960994183443,0.13310960994183443,0.34119062619903245,0.34119062619903245,0.7094003462923717,0.7094003462923717,0.19322403556917817,0.19322403556917817,0.0048931,0.0048931
1991-01-08,0.09421807774095148,0.09421807774095148,0.40836174427767813,0.40836174427767813,0.7094003462923717,0.7094003462923717,0.19078865544163345,0.19078865544163345,0.0048931,0.0048931
1991-01-09,0.14866761489898453,0.14866761489898453,0.33522218745908317,0.33522218745908317,0.7094003462923717,0.7094003462923717,0.16815176286634007,0.16815176286634007,0.0048931,0.0048931
1991-01-10,0.18796748962695278,0.18796748962695278,0.36937160685732817,0.36937160685732817,0.7094003462923717,0.7094003462923717,0.12651511325160614,0.12651511325160614,0.0048931,0.0048931
1991-01-11,0.2319006599605425,0.2319006599605425,0.35818210820362695,0.35818210820362695,0.7094003462923717,0.7094003462923717,0.09143466669018635,0.09143466669018635,0.0048931,0.0048931
1991-01-12,0.2378309071152587,0.2378309071152587,0.24245029930603604,0.24245029930603604,0.7094003462923717,0.7094003462923717,0.21008895218540077,0.21008895218540077,0.0048931,0.0048931
1991-01-13,0.20929410615518118,0.20929410615518118,0.3697030305699204,0.3697030305699204,0.7094003462923717,0.7094003462923717,0.23595755425245513,0.23595755425245513,0.0048931,0.0048931
1991-01-14,0.2182080379112139,0.2182080379112139,0.37181582862816476,0.37181582862816476,0.5059850014265935,0.5059850014265935,0.22226262555113172,0.22226262555113172,0.0048931,0.0048931
1991-01-15,0.13507321160143596,0.13507321160143596,0.44018367163973016,0.44018367163973016,0.5059850014265935,0.5059850014265935,0.23224861191476312,0.23224861191476312,0.0048931,0.0048931
1991-01-16,0.19590928775316313,0.19590928775316313,0.28879528807569355,0.28879528807569355,0.5059850014265935,0.5059850014265935,0.24965207954477933,0.24965207954477933,0.0048931,0.0048931
1991-01-17,0.2700698589790435,0.2700698589790435,0.3421756810538648,0.3421756810538648,0.5059850014265935,0.5059850014265935,0.20035065894721454,0.20035065894721454,0.0048931,0.0048931
1991-01-18,0.26992137078737616,0.26992137078737616,0.41357898539523685,0.41357898539523685,0.5059850014265935,0.5059850014265935,0.15395499337014085,0.15395499337014085,0.0048931,0.0048931
1991-01-19,0.27919414900660505,0.27919414900660505,0.22966477016546383,0.22966477016546383,0.5059850014265935,0.5059850014265935,0.2820522767162029,0.2820522767162029,0.0048931,0.0048931
1991-01-20,0.276451757716748,0.276451757716748,0.3547619363575371,0.3547619363575371,0.5059850014265935,0.5059850014265935,0.29706756307156873,0.29706756307156873,0.0048931,0.0048931
1991-01-21,0.2463179353202478,0.2463179353202478,0.36104136087797983,0.36104136087797983,0.7106770385123693,0.7106770385123693,0.3331948559856435,0.3331948559856435,0.0048931,0.0048931
1991-01-22,0.2161957135637216,0.2161957135637216,0.34759946782666423,0.34759946782666423,0.7106770385123693,0.7106770385123693,0.3827524412976346,0.3827524412976346,0.0048931,0.0048931
1991-01-23,0.28359929869273753,0.28359929869273753,0.3102413062948116,0.3102413062948116,0.7106770385123693,0.7106770385123693,0.37214238121240106,0.37214238121240106,0.0048931,0.0048931
1991-01-24,0.3969452849988425,0.3969452849988425,0.4170868361262599,0.4170868361262599,0.7106770385123693,0.7106770385123693,0.2087443899914126,0.2087443899914126,0.0048931,0.0048931
1991-01-25,0.2922889514092727,0.2922889514092727,0.4668506603329055,0.4668506603329055,0.7106770385123693,0.7106770385123693,0.21358489457156987,0.21358489457156987,0.0048931,0.0048931
1991-01-26,0.43146182917752546,0.43146182917752546,0.1402269964511298,0.1402269964511298,0.7106770385123693,0.7106770385123693,0.30121985189926753,0.30121985189926753,0.0048931,0.0048931
1991-01-27,0.2793619715982292,0.2793619715982292,0.5505489541959592,0.5505489541959592,0.7106770385123693,0.7106770385123693,0.26980558632163554,0.26980558632163554,0.0048931,0.0048931
1991-01-28,0.4338747622921204,0.4338747622921204,0.19714852720964776,0.19714852720964776,0.6762070596367247,0.6762070596367247,0.28517909986819884,0.28517909986819884,0.0048931,0.0048931
1991-01-29,0.5443229087327165,0.5443229087327165,0.2490138908979242,0.2490138908979242,0.6762070596367247,0.6762070596367247,0.29275189359923587,0.29275189359923587,0.0048931,0.0048931
1991-01-30,0.3937636161419695,0.3937636161419695,0.5006065704439895,0.5006065704439895,0.6762070596367247,0.6762070596367247,0.30973944655118363,0.30973944655118363,0.0048931,0.0048931
1991-01-31,0.48734133855635525,0.48734133855635525,0.38122459552660604,0.38122459552660604,0.6762070596367247,0.6762070596367247,0.20197195971458284,0.20197195971458284,0.0048931,0.0048931
1991-02-01,0.29617207229657455,0.29617207229657455,0.5700659356053863,0.5700659356053863,0.6762070596367247,0.6762070596367247,0.19011012150515333,0.19011012150515333,0.0048931,0.0048931
1991-02-02,0.5601894907131754,0.5601894907131754,0.0,0.0,0.6762070596367247,0.6762070596367247,0.33210081078009424,0.33210081078009424,0.0048931,0.0048931
1991-02-03,0.4717384777913056,0.4717384777913056,0.4201714198224816,0.4201714198224816,0.6762070596367247,0.6762070596367247,0.36741523456098996,0.36741523456098996,0.0048931,0.0048931
1991-02-04,0.44190395190613496,0.44190395190613496,0.43869036421302504,0.43869036421302504,0.7247203685066264,0.7247203685066264,0.32559422703366897,0.32559422703366897,0.0048931,0.0048931
1991-02-05,0.48425866182726046,0.48425866182726046,0.2402796970669731,0.2402796970669731,0.7247203685066264,0.7247203685066264,0.409994651006612,0.409994651006612,0.0048931,0.0048931
1991-02-06,0.4585384962528737,0.4585384962528737,0.5172877576815438,0.5172877576815438,0.7247203685066264,0.7247203685066264,0.28546188957656543,0.28546188957656543,0.0048931,0.0048931
1991-02-07,0.508550401932847,0.508550401932847,0.4052706609310287,0.4052706609310287,0.7247203685066264,0.7247203685066264,0.19721415397924028,0.19721415397924028,0.0048931,0.0048931
1991-02-08,0.3001031424957689,0.3001031424957689,0.6039232317906951,0.6039232317906951,0.7247203685066264,0.7247203685066264,0.16877301272494846,0.16877301272494846,0.0048931,0.0048931
1991-02-09,0.40106119206162283,0.40106119206162283,0.21615007751793727,0.21615007751793727,0.7247203685066264,0.7247203685066264,0.21869971727111268,0.21869971727111268,0.0048931,0.0048931
1991-02-10,0.4613528115105696,0.4613528115105696,0.3151901928751055,0.3151901928751055,0.7247203685066264,0.7247203685066264,0.21025273623903393,0.21025273623903393,0.0048931,0.0048931
1991-02-11,0.36736519981710186,0.36736519981710186,0.48730655620543284,0.48730655620543284,0.7098259419685612,0.7098259419685612,0.18396862290291027,0.18396862290291027,0.0048931,0.0048931
1991-02-12,0.42481156896842204,0.42481156896842204,0.32106867559021424,0.32106867559021424,0.7098259419685612,0.7098259419685612,0.17248840960662595,0.17248840960662595,0.0048931,0.0048931
1991-02-13,0.37810816580903756,0.37810816580903756,0.35393728788462453,0.35393728788462453,0.7098259419685612,0.7098259419685612,0.23228935622367186,0.23228935622367186,0.0048931,0.0048931
1991-02-14,0.33959249434331273,0.33959249434331273,0.2565481616904375,0.2565481616904375,0.7098259419685612,0.7098259419685612,0.3812916973119066,0.3812916973119066,0.0048931,0.0048931
1991-02-15,0.2462599321203777,0.2462599321203777,0.5622128360182584,0.5622128360182584,0.7098259419685612,0.7098259419685612,0.2794462545820404,0.2794462545820404,0.0048931,0.0048931
1991-02-16,0.25295582151337886,0.25295582151337886,0.3604704534433602,0.3604704534433602,0.7098259419685612,0.7098259419685612,0.279314743248335,0.279314743248335,0.0048931,0.0048931
1991-02-17,0.5113569834305604,0.5113569834305604,0.08894448655187398,0.08894448655187398,0.7098259419685612,0.7098259419685612,0.2990039262672312,0.2990039262672312,0.0048931,0.0048931
1991-02-18,0.5924872191528284,0.5924872191528284,0.303306449136781,0.303306449136781,0.7196136944352081,0.7196136944352081,0.2816020722732114,0.2816020722732114,0.0048931,0.0048931
1991-02-19,0.5925181541927592,0.5925181541927592,0.36813868519680504,0.36813868519680504,0.7196136944352081,0.7196136944352081,0.2804672827587533,0.2804672827587533,0.0048931,0.0048931
1991-02-20,0.5605931929842712,0.5605931929842712,0.3989694737492169,0.3989694737492169,0.7196136944352081,0.7196136944352081,0.28045760094277494,0.28045760094277494,0.0048931,0.0048931
1991-02-21,0.6318095217847466,0.6318095217847466,0.21751076413621778,0.21751076413621778,0.7196136944352081,0.7196136944352081,0.35876533880236566,0.35876533880236566,0.0048931,0.0048931
1991-02-22,0.571530276351772,0.571530276351772,0.5617239032582468,0.5617239032582468,0.7196136944352081,0.7196136944352081,0.2243555114384437,0.2243555114384437,0.0048931,0.0048931
1991-02-23,0.7255395992707911,0.7255395992707911,0.07643041406640744,0.07643041406640744,0.7196136944352081,0.7196136944352081,0.3609506053504707,0.3609506053504707,0.0048931,0.0048931
1991-02-24,0.6337011994765093,0.6337011994765093,0.5095861787261846,0.5095861787261846,0.7196136944352081,0.7196136944352081,0.31023765666506764,0.31023765666506764,0.0048931,0.0048931
1991-02-25,0.6327251989666954,0.6327251989666954,0.3725713698104129,0.3725713698104129,0.7191881461633041,0.7191881461633041,0.30567711793028324,0.30567711793028324,0.0048931,0.0048931
1991-02-26,0.7568079642567501,0.7568079642567501,0.23394837983733002,0.23394837983733002,0.7191881461633041,0.7191881461633041,0.314680803381115,0.314680803381115,0.0048931,0.0048931
1991-02-27,0.701439656412775,0.701439656412775,0.4266925860114697,0.4266925860114697,0.7191881461633041,0.7191881461633041,0.3103913554937234,0.3103913554937234,0.0048931,0.0048931
1991-02-28,0.6934166538067464,0.6934166538067464,0.43107278618029116,0.43107278618029116,0.7191881461633041,0.7191881461633041,0.25437640233319686,0.25437640233319686,0.0048931,0.0048931
1991-03-01,0.8749581622640935,0.8749581622640935,1.1102230246251565e-16,1.1102230246251565e-16,0.7191881461633041,0.7191881461633041,0.6114796960592854,0.6114796960592854,0.0048931,0.0048931
