node,Moccasin PH,Moccasin PH,Kirkwood PH,Kirkwood PH,Don Pedro PH,Don Pedro PH,Dion R Holm PH,Dion R Holm PH
1990-10-27,2.0120430657727786,2.0120430657727786,2.0213224952512725,2.0213224952512725,0.0,0.0,1.1664659338428542,1.1664659338428542
1990-10-28,2.01204440831086,2.01204440831086,2.0213239535732375,2.0213239535732375,0.0,0.0,1.0755252183147699,1.0755252183147699
1990-10-29,1.755861519109991,1.755861519109991,1.7651411800579355,1.7651411800579355,0.0,0.0,0.9930520775395261,0.9930520775395261
1990-10-30,1.7530836837305181,1.7530836837305181,1.7621328636372615,1.7621328636372615,0.0,0.0,0.9184360988853425,0.9184360988853425
1990-10-31,1.7554634321857099,1.7554634321857099,1.7646341062033157,1.7646341062033157,0.0,0.0,0.8873073316832871,0.8873073316832871
1990-11-01,1.7452067174095844,1.7452067174095844,1.7537570891830583,1.7537570891830583,0.0,0.0,1.7746146593914371,1.7746146593914371
1990-11-02,1.7554153931906873,1.7554153931906873,1.764655327658992,1.764655327658992,0.0,0.0,3.5492293108326005,3.5492293108326005
1990-11-03,1.7554337041394428,1.7554337041394428,1.7646768682575,1.7646768682575,0.0,0.0,7.098458605764653,7.098458605764653
1990-11-04,1.7554351424523131,1.7554351424523131,1.7646784305596201,1.7646784305596201,0.0,0.0,14.19691717972821,14.19691717972821
1990-11-05,1.407758095962313,1.407758095962313,1.417001508096556,1.417001508096556,0.0,0.0,0.0,0.0
1990-11-06,1.407759533717831,1.407759533717831,1.417003069831274,1.417003069831274,0.0,0.0,0.0,0.0
1990-11-07,1.4077609712625858,1.4077609712625858,1.4170046313074938,1.4170046313074938,0.0,0.0,0.0,0.0
1990-11-08,1.4077624083296099,1.4077624083296099,1.417006192295933,1.417006192295933,0.0,0.0,0.0,0.0
1990-11-09,1.4077638451179582,1.4077638451179582,1.4170077529579612,1.4170077529579612,0.0,0.0,0.0,0.0
1990-11-10,1.4077652815526922,1.4077652815526922,1.4170093132563253,1.4170093132563253,0.0,0.0,0.0,0.0
1990-11-11,1.4077667177555864,1.4077667177555864,1.417010873275114,1.417010873275114,0.0,0.0,0.0,0.0
1990-11-12,1.5758624229692284,1.5758624229692284,1.5851067022946013,1.5851067022946013,0.0,0.0,0.0,0.0
1990-11-13,1.575863858453185,1.575863858453185,1.5851082615366672,1.5851082615366672,0.0,0.0,0.0,0.0
1990-11-14,1.5758652935296658,1.5758652935296658,1.585109820361208,1.585109820361208,0.0,0.0,0.0,0.0
1990-11-15,1.5758667285827281,1.5758667285827281,1.5851113791623301,1.5851113791623301,0.0,0.0,0.0,0.0
1990-11-16,1.5758681629262206,1.5758681629262206,1.5851129371960972,1.5851129371960972,0.0,0.0,0.0,0.0
1990-11-17,1.575869597192433,1.575869597192433,1.5851144951048493,1.5851144951048493,0.0,0.0,0.0,0.0
1990-11-18,1.5758710308474315,1.5758710308474315,1.5851160523923373,1.5851160523923373,0.0,0.0,0.0,0.0
1990-11-19,1.393772102547787,1.393772102547787,1.4006308080075422,1.4006308080075422,0.0,0.0,0.0,0.0
1990-11-20,1.4201090573884205,1.4201090573884205,1.429348505281012,1.429348505281012,0.0,0.0,0.0,0.0
1990-11-21,1.4201221983360164,1.4201221983360164,1.429367590625135,1.429367590625135,0.0,0.0,0.0,0.0
1990-11-22,1.4201236306093437,1.4201236306093437,1.4293691463676463,1.4293691463676463,0.0,0.0,0.0,0.0
1990-11-23,1.420125062917798,1.420125062917798,1.4293707021930202,1.4293707021930202,0.0,0.0,0.0,0.0
1990-11-24,1.4201264946993437,1.4201264946993437,1.4293722574337002,1.4293722574337002,0.0,0.0,0.0,0.0
1990-11-25,1.3692194880951822,1.3692194880951822,1.3748822013451292,1.3748822013451292,0.0,0.0,0.0,0.0
1990-11-26,1.4836673456412208,1.4836673456412208,1.4913532452197813,1.4913532452197813,0.0,0.0,0.8226407763669117,0.8226407763669117
1990-11-27,1.5005606907688511,1.5005606907688511,1.5098068236695696,1.5098068236695696,0.0,0.0,1.6452815490483927,1.6452815490483927
1990-11-28,1.5002692873851355,1.5002692873851355,1.5094871535281438,1.5094871535281438,0.0,0.0,3.2905630907259242,3.2905630907259242
1990-11-29,1.500563546721041,1.500563546721041,1.509809926125483,1.509809926125483,0.0,0.0,6.581126166710125,6.581126166710125
1990-11-30,1.500564972917356,1.500564972917356,1.5098114754819574,1.5098114754819574,0.0,0.0,13.162252303936803,13.162252303936803
1990-12-01,1.5002212715387435,1.5002212715387435,1.5094384515982657,1.5094384515982657,0.0,0.0,26.324504548906713,26.324504548906713
1990-12-02,1.5002227737723905,1.5002227737723905,1.5094400835912811,1.5094400835912811,0.0,0.0,52.649008979879646,52.649008979879646
1990-12-03,1.4231987578039056,1.4231987578039056,1.4324161973106282,1.4324161973106282,0.0,0.0,0.0,0.0
1990-12-04,1.423200258617525,1.423200258617525,1.4324178278120796,1.4324178278120796,0.0,0.0,0.0,0.0
1990-12-05,1.4232017585173877,1.4232017585173877,1.4324194572884954,1.4324194572884954,0.0,0.0,0.0,0.0
1990-12-06,1.4232032579356757,1.4232032579356757,1.432421086272738,1.432421086272738,0.0,0.0,0.0,0.0
1990-12-07,1.4232047570798367,1.4232047570798367,1.4324227149828541,1.4324227149828541,0.0,0.0,0.0,0.0
1990-12-08,1.4232062557300749,1.4232062557300749,1.4324243431381087,1.4324243431381087,0.0,0.0,0.0,0.0
1990-12-09,1.4232077537357444,1.4232077537357444,1.432425970587856,1.432425970587856,0.0,0.0,0.0,0.0
1990-12-10,1.4274690466381226,1.4274690466381226,1.4365600440192317,1.4365600440192317,0.0,0.0,0.0,0.0
1990-12-11,1.429135062602329,1.429135062602329,1.4383475985005265,1.4383475985005265,0.0,0.0,0.0,0.0
1990-12-12,1.4291700164960115,1.4291700164960115,1.4383886215584794,1.4383886215584794,0.0,0.0,0.0,0.0
1990-12-13,1.4291715125926696,1.4291715125926696,1.4383902469667402,1.4383902469667402,0.0,0.0,0.0,0.0
1990-12-14,1.428644030270095,1.428644030270095,1.4378278601397283,1.4378278601397283,0.0,0.0,0.0,0.0
1990-12-15,1.3921713597964827,1.3921713597964827,1.3977615002100348,1.3977615002100348,0.0,0.0,0.0,0.0
1990-12-16,1.4090962129148163,1.4090962129148163,1.4167094906718831,1.4167094906718831,0.0,0.0,0.0,0.0
1990-12-17,1.4353735922652675,1.4353735922652675,1.4442640327105374,1.4442640327105374,0.0,0.0,0.0,0.0
1990-12-18,1.4042133952052163,1.4042133952052163,1.4100931755498014,1.4100931755498014,0.0,0.0,0.0,0.0
1990-12-19,1.3927324487236896,1.3927324487236896,1.3973883116366805,1.3973883116366805,0.0,0.0,0.0,0.0
1990-12-20,1.435435529696853,1.435435529696853,1.444604770350411,1.444604770350411,0.0,0.0,0.0,0.0
1990-12-21,1.4380944782266947,1.4380944782266947,1.447314231956981,1.447314231956981,0.0,0.0,0.0,0.0
1990-12-22,1.438121217304989,1.438121217304989,1.447341089187175,1.447341089187175,0.0,0.0,0.0,0.0
1990-12-23,1.4381225046254806,1.4381225046254806,1.447342492269715,1.447342492269715,0.0,0.0,0.0,0.0
1990-12-24,1.425331797445472,1.425331797445472,1.4331656278331903,1.4331656278331903,0.0,0.0,0.0,0.0
1990-12-25,1.422884318807986,1.422884318807986,1.4300024750446596,1.4300024750446596,0.0,0.0,0.0,0.0
1990-12-26,1.4382345015040652,1.4382345015040652,1.447406309400695,1.447406309400695,0.0,0.0,0.0,0.0
1990-12-27,1.4398294981524271,1.4398294981524271,1.4490499189637707,1.4490499189637707,0.0,0.0,0.0,0.0
1990-12-28,1.4398305023070612,1.4398305023070612,1.449051020389578,1.449051020389578,0.0,0.0,0.0,0.0
1990-12-29,1.439831452547568,1.439831452547568,1.4490520644516056,1.4490520644516056,0.0,0.0,0.0,0.0
1990-12-30,1.439832358698069,1.439832358698069,1.449053061554217,1.449053061554217,0.0,0.0,0.0,0.0
1990-12-31,1.4266409932178994,1.4266409932178994,1.4358617844322952,1.4358617844322952,0.0,0.0,0.0,0.0
1991-01-01,1.4286741989154912,1.4286741989154912,1.4380684289680508,1.4380684289680508,0.0,0.0,0.0,0.0
1991-01-02,1.4286747678860316,1.4286747678860316,1.4380690570125987,1.4380690570125987,0.0,0.0,0.0,0.0
1991-01-03,1.4003855331306378,1.4003855331306378,1.407164987347528,1.407164987347528,0.0,0.0,0.0,0.0
1991-01-04,1.4248168275701327,1.4248168275701327,1.4338457207810018,1.4338457207810018,0.0,0.0,0.0,0.0
1991-01-05,1.4284310516820935,1.4284310516820935,1.4378255040433863,1.4378255040433863,0.0,0.0,0.0,0.0
1991-01-06,1.4286593755274402,1.4286593755274402,1.4380453737161765,1.4380453737161765,0.0,0.0,0.0,0.0
1991-01-07,1.4115619429615172,1.4115619429615172,1.4204315491231618,1.4204315491231618,0.0,0.0,0.0,0.0
1991-01-08,1.4138145254713077,1.4138145254713077,1.423209097446581,1.423209097446581,0.0,0.0,0.0,0.0
1991-01-09,1.4131722845098351,1.4131722845098351,1.4224106644145618,1.4224106644145618,0.0,0.0,0.0,0.0
1991-01-10,1.4142079376805923,1.4142079376805923,1.4236025701462383,1.4236025701462383,0.0,0.0,0.0,0.0
1991-01-11,1.4142079337764968,1.4142079337764968,1.4236025924623532,1.4236025924623532,0.0,0.0,0.0,0.0
1991-01-12,1.4142079171395707,1.4142079171395707,1.4236026006274352,1.4236026006274352,0.0,0.0,0.0,0.0
1991-01-13,1.4142046771119314,1.4142046771119314,1.4235993849682602,1.4235993849682602,0.0,0.0,0.0,0.0
1991-01-14,1.0071367857281663,1.0071367857281663,1.016517761768371,1.016517761768371,0.0,0.0,0.0,0.0
1991-01-15,1.0073772091854778,1.0073772091854778,1.0167719657456684,1.0167719657456684,0.0,0.0,0.0,0.0
1991-01-16,1.0073772256083635,1.0073772256083635,1.0167720069044284,1.0167720069044284,0.0,0.0,0.0,0.0
1991-01-17,1.0073772602161148,1.0073772602161148,1.0167720669406217,1.0167720669406217,0.0,0.0,0.0,0.0
1991-01-18,1.0073773205566494,1.0073773205566494,1.0167721540488075,1.0167721540488075,0.0,0.0,0.0,0.0
1991-01-19,1.0073774165254796,1.0073774165254796,1.0167722788427849,1.0167722788427849,0.0,0.0,0.0,0.0
1991-01-20,1.0073775462065164,1.0073775462065164,1.0167724393146118,1.0167724393146118,0.0,0.0,0.0,0.0
1991-01-21,1.416761781550429,1.416761781550429,1.4261567073231052,1.4261567073231052,0.0,0.0,0.0,0.0
1991-01-22,1.4167619669316065,1.4167619669316065,1.4261569267356284,1.4261569267356284,0.0,0.0,0.0,0.0
1991-01-23,1.41676217502503,1.41676217502503,1.4261571701775624,1.4261571701775624,0.0,0.0,0.0,0.0
1991-01-24,1.416762408137199,1.416762408137199,1.4261574400895112,1.4261574400895112,0.0,0.0,0.0,0.0
1991-01-25,1.4167626685694743,1.4167626685694743,1.426157738976748,1.426157738976748,0.0,0.0,0.0,0.0
1991-01-26,1.4167629571865787,1.4167629571865787,1.4261580677535959,1.4261580677535959,0.0,0.0,0.0,0.0
1991-01-27,1.4167632744268672,1.4167632744268672,1.4261584269355663,1.4261584269355663,0.0,0.0,0.0,0.0
1991-01-28,1.3478236584209144,1.3478236584209144,1.3572188543997206,1.3572188543997206,0.0,0.0,0.0,0.0
1991-01-29,1.3478240193220037,1.3478240193220037,1.357219259981533,1.357219259981533,0.0,0.0,0.0,0.0
1991-01-30,1.347824397402825,1.347824397402825,1.3572196837295727,1.3572196837295727,0.0,0.0,0.0,0.0
1991-01-31,1.347824798675343,1.347824798675343,1.357220132043423,1.357220132043423,0.0,0.0,0.0,0.0
1991-02-01,1.336122387988599,1.336122387988599,1.3444592265496758,1.3444592265496758,0.0,0.0,0.0,0.0
1991-02-02,1.3452401271823398,1.3452401271823398,1.3543459848633221,1.3543459848633221,0.0,0.0,0.0,0.0
1991-02-03,1.347551861011723,1.347551861011723,1.3568869756243327,1.3568869756243327,0.0,0.0,0.0,0.0
1991-02-04,4.404185670561896,4.404185670561896,5.429063500372865,5.429063500372865,0.0,0.0,0.0,0.0
1991-02-05,4.39843141529912,4.39843141529912,5.429063500372865,5.429063500372865,0.0,0.0,0.0,0.0
1991-02-06,4.3949629455644175,4.3949629455644175,5.429063500372865,5.429063500372865,0.0,0.0,0.0,0.0
1991-02-07,4.394963248319925,4.394963248319925,5.429063500372865,5.429063500372865,0.0,0.0,0.0,0.0
1991-02-08,4.394963595419673,4.394963595419673,5.429063500372865,5.429063500372865,0.0,0.0,0.0,0.0
1991-02-09,4.394963946770158,4.394963946770158,5.429063500372866,5.429063500372866,0.0,0.0,0.0,0.0
1991-02-10,4.394964286738975,4.394964286738975,5.429063500372865,5.429063500372865,0.0,0.0,0.0,0.0
1991-02-11,4.394964608462347,4.394964608462347,5.429063500922077,5.429063500922077,0.0,0.0,0.0,0.0
1991-02-12,4.3949649071678785,4.3949649071678785,5.429063500922077,5.429063500922077,0.0,0.0,0.0,0.0
1991-02-13,4.394965183149595,4.394965183149595,5.429063500922077,5.429063500922077,0.0,0.0,0.0,0.0
1991-02-14,4.394965435157094,4.394965435157094,5.429063500922077,5.429063500922077,0.0,0.0,0.0,0.0
1991-02-15,4.394965661078445,4.394965661078445,5.429063500922077,5.429063500922077,0.0,0.0,0.0,0.0
1991-02-16,4.394965861323071,4.394965861323071,5.429063500922077,5.429063500922077,0.0,0.0,0.0,0.0
1991-02-17,4.395280085917273,4.395280085917273,5.4290635009220765,5.4290635009220765,0.0,0.0,0.0,0.0
1991-02-18,4.395019978440931,4.395019978440931,5.429063501497264,5.429063501497264,0.0,0.0,0.0,0.0
1991-02-19,4.3949663570120645,4.3949663570120645,5.429063501497264,5.429063501497264,0.0,0.0,0.0,0.0
1991-02-20,4.394966496974955,4.394966496974955,5.429063501497264,5.429063501497264,0.0,0.0,0.0,0.0
1991-02-21,4.394966620081912,4.394966620081912,5.429063501497264,5.429063501497264,0.0,0.0,0.0,0.0
1991-02-22,4.394966725812857,4.394966725812857,5.429063501497264,5.429063501497264,0.0,0.0,0.0,0.0
1991-02-23,4.394966815505137,4.394966815505137,5.429063501497264,5.429063501497264,0.0,0.0,0.0,0.0
1991-02-24,4.394966892078465,4.394966892078465,5.429063501497264,5.429063501497264,0.0,0.0,0.0,0.0
1991-02-25,4.394966955507547,4.394966955507547,5.429063502101008,5.429063502101008,0.0,0.0,0.0,0.0
1991-02-26,4.394967005890393,4.394967005890393,5.429063502101007,5.429063502101007,0.0,0.0,0.0,0.0
1991-02-27,4.404568906369442,4.404568906369442,5.429063502101008,5.429063502101008,0.0,0.0,0.0,0.0
1991-02-28,4.404642382112863,4.404642382112863,5.429063502101008,5.429063502101008,0.0,0.0,0.0,0.0
1991-03-01,4.435761495929247,4.435761495929248,5.429063502101007,5.429063502101008,0.0,0.0,0.0,0.0
1991-03-02,4.424808741416046,4.424808741416046,5.429063502101008,5.429063502101008,0.0,0.0,0.0,0.0
1991-03-03,4.467065632377276,4.467065632377276,5.429063502101008,5.429063502101008,0.0,0.0,0.0,0.0
1991-03-04,4.477772555472412,4.477772555472412,5.429063502736289,5.429063502736289,0.0,0.0,0.0,0.0
1991-03-05,4.408912231299144,4.408912231299144,5.429063502736289,5.429063502736289,0.0,0.0,0.0,0.0
1991-03-06,4.395146639291347,4.395146639291347,5.429063502736289,5.429063502736289,0.0,0.0,0.0,0.0
1991-03-07,4.395158029899144,4.395158029899144,5.429063502736289,5.429063502736289,0.0,0.0,0.0,0.0
1991-03-08,4.395163729253145,4.395163729253145,5.429063502736289,5.429063502736289,0.0,0.0,0.0,0.0
1991-03-09,4.395166556741711,4.395166556741711,5.429063502736289,5.429063502736289,0.0,0.0,0.0,0.0
1991-03-10,4.4068384103688185,4.4068384103688185,5.429063502736289,5.429063502736289,0.0,0.0,0.0,0.0
1991-03-11,4.400941543721763,4.400941543721763,5.429063503406585,5.429063503406585,0.0,0.0,0.0,0.0
1991-03-12,4.411221177346823,4.411221177346823,5.429063503406585,5.429063503406585,0.0,0.0,0.0,0.0
1991-03-13,4.405561390501614,4.405561390501614,5.429063503406585,5.429063503406585,0.0,0.0,0.0,0.0
1991-03-14,4.405480360394177,4.405480360394177,5.429063503406585,5.429063503406585,0.0,0.0,0.0,0.0
1991-03-15,4.399949880808494,4.399949880808494,5.429063503406585,5.429063503406585,0.0,0.0,0.0,0.0
1991-03-16,4.39550324280922,4.39550324280922,5.429063503406585,5.429063503406585,0.0,0.0,0.0,0.0
1991-03-17,4.417816595319846,4.417816595319846,5.429063503406585,5.429063503406585,0.0,0.0,0.0,0.0
1991-03-18,4.4396345905674615,4.4396345905674615,5.429063504115982,5.429063504115982,0.0,0.0,0.0,0.0
1991-03-19,4.420959953012936,4.420959953012936,5.429063504115982,5.429063504115982,0.0,0.0,0.0,0.0
1991-03-20,4.401823624098898,4.401823624098898,5.429063504115982,5.429063504115982,0.0,0.0,0.0,0.0
1991-03-21,4.396271922353731,4.396271922353731,5.429063504115982,5.429063504115982,0.0,0.0,0.0,0.0
1991-03-22,4.395563598693012,4.395563598693012,5.429063504115982,5.429063504115982,0.0,0.0,0.0,0.0
1991-03-23,4.404519261953213,4.404519261953213,5.429063504115982,5.429063504115982,0.0,0.0,0.0,0.0
1991-03-24,4.446083621957353,4.446083621957353,5.429063504115982,5.429063504115982,0.0,0.0,0.0,0.0
1991-03-25,4.4387510293762364,4.4387510293762364,5.429063504869324,5.429063504869324,0.0,0.0,0.0,0.0
1991-03-26,4.409011387742061,4.409011387742061,5.429063504869324,5.429063504869324,0.0,0.0,0.0,0.0
1991-03-27,4.406711942306898,4.406711942306898,5.429063504869324,5.429063504869324,0.0,0.0,0.0,0.0
1991-03-28,4.406863265866375,4.406863265866375,5.429063504869324,5.429063504869324,0.0,0.0,0.0,0.0
1991-03-29,4.407299540751219,4.407299540751219,5.429063504869324,5.429063504869324,0.0,0.0,0.0,0.0
1991-03-30,4.407147271699434,4.407147271699434,5.429063504869324,5.429063504869324,0.0,0.0,0.0,0.0
1991-03-31,4.409302029649488,4.409302029649488,5.429063504869324,5.429063504869324,0.0,0.0,0.0,0.0
1991-04-01,4.40661459867858,4.40661459867858,5.429063505672417,5.429063505672417,0.0,0.0,0.0,0.0
1991-04-02,4.406230339682837,4.406230339682837,5.429063505672417,5.429063505672417,0.0,0.0,0.0,0.0
1991-04-03,4.405482050061871,4.405482050061871,5.429063505672417,5.429063505672417,0.0,0.0,0.0,0.0
1991-04-04,4.404493720843971,4.404493720843971,5.429063505672417,5.429063505672417,0.0,0.0,0.0,0.0
1991-04-05,4.403430072767028,4.403430072767028,5.429063505672417,5.429063505672417,0.0,0.0,0.0,0.0
1991-04-06,4.40238839419447,4.40238839419447,5.429063505672417,5.429063505672417,0.0,0.0,0.0,0.0
1991-04-07,4.401538765261712,4.401538765261712,5.429063505672417,5.429063505672417,0.0,0.0,0.0,0.0
1991-04-08,4.4008934691355215,4.4008934691355215,5.42906350653229,5.42906350653229,0.0,0.0,0.0,0.0
1991-04-09,4.400221454368204,4.400221454368204,5.42906350653229,5.42906350653229,0.0,0.0,0.0,0.0
1991-04-10,4.399598500270118,4.399598500270118,5.42906350653229,5.42906350653229,0.0,0.0,0.0,0.0
1991-04-11,4.399115347959047,4.399115347959047,5.42906350653229,5.42906350653229,0.0,0.0,0.0,0.0
1991-04-12,4.39872731176255,4.39872731176255,5.42906350653229,5.42906350653229,0.0,0.0,0.0,0.0
1991-04-13,4.398337196791143,4.398337196791143,5.42906350653229,5.42906350653229,0.0,0.0,0.0,0.0
1991-04-14,4.397892367261806,4.397892367261806,5.42906350653229,5.42906350653229,0.0,0.0,0.0,0.0
1991-04-15,4.397488266651396,4.397488266651396,5.429063507457594,5.429063507457594,0.0,0.0,0.29935623079873636,0.29935623079873636
1991-04-16,4.397183653850126,4.397183653850126,5.429063507457594,5.429063507457594,0.0,0.0,0.5987124602563567,0.5987124602563567
1991-04-17,4.396970494098792,4.396970494098792,5.429063507457594,5.429063507457594,0.0,0.0,1.1974249178304817,1.1974249178304817
1991-04-18,4.396714574849849,4.396714574849849,5.429063507457594,5.429063507457594,0.0,0.0,2.3948498302965,2.3948498302965
1991-04-19,4.396766903229291,4.396766903229291,5.429063507457594,5.429063507457594,0.0,0.0,4.789699649864072,4.789699649864072
1991-04-20,4.396373224667006,4.396373224667006,5.429063507457594,5.429063507457594,0.0,0.0,9.579399278270287,9.579399278270287
1991-04-21,4.398516007618395,4.398516007618395,5.429063507457594,5.429063507457594,0.0,0.0,19.158798513624866,19.158798513624866
1991-04-22,4.396217470660391,4.396217470660391,5.429063508459098,5.429063508459098,0.0,0.0,0.0,0.0
1991-04-23,4.396136883715042,4.396136883715042,5.429063508459098,5.429063508459098,0.0,0.0,0.0,0.0
1991-04-24,4.396016844114843,4.396016844114843,5.429063508459098,5.429063508459098,0.0,0.0,0.0,0.0
1991-04-25,4.398136550897338,4.398136550897338,5.429063508459098,5.429063508459098,0.0,0.0,0.0,0.0
1991-04-26,4.395884773061262,4.395884773061262,5.429063508459098,5.429063508459098,0.0,0.0,0.0,0.0
1991-04-27,4.395815722409716,4.395815722409716,5.429063508459098,5.429063508459098,0.0,0.0,0.0,0.0
1991-04-28,4.39570074546884,4.39570074546884,5.429063508459098,5.429063508459098,0.0,0.0,0.0,0.0
1991-04-29,4.395590760980089,4.395590760980089,5.429063509550479,5.429063509550479,0.0,0.0,1.1306250033016958,1.1306250033016958
1991-04-30,4.395682744197274,4.395682744197274,5.429063509550479,5.429063509550479,0.0,0.0,2.2612500015381913,2.2612500015381913
1991-05-01,4.3954456051908455,4.3954456051908455,5.429063509550479,5.429063509550479,0.0,0.0,4.522499992945982,4.522499992945982
1991-05-02,4.395513182756039,4.395513182756039,5.429063509550479,5.429063509550479,0.0,0.0,9.044999965631165,9.044999965631165
1991-05-03,4.395498104035382,4.395498104035382,5.429063509550479,5.429063509550479,0.0,0.0,18.08999989074073,18.08999989074073
1991-05-04,4.395405741985952,4.395405741985952,5.429063509550479,5.429063509550479,0.0,0.0,36.17999970043826,36.17999970043826
1991-05-05,4.395401047103152,4.395401047103152,5.429063509550479,5.429063509550479,0.0,0.0,72.35999923879012,72.35999923879012
1991-05-06,4.395394960297072,4.395394960297072,5.429063510749463,5.429063510749463,0.0,0.0,0.0,0.0
1991-05-07,4.395388260125217,4.395388260125217,5.429063510749463,5.429063510749463,0.0,0.0,0.0,0.0
1991-05-08,4.39538144398568,4.39538144398568,5.429063510749463,5.429063510749463,0.0,0.0,0.0,0.0
1991-05-09,4.395375255353183,4.395375255353183,5.429063510749463,5.429063510749463,0.0,0.0,0.0,0.0
1991-05-10,4.395370878643049,4.395370878643049,5.429063510749463,5.429063510749463,0.0,0.0,0.0,0.0
1991-05-11,4.395366743759026,4.395366743759026,5.429063510749463,5.429063510749463,0.0,0.0,0.0,0.0
1991-05-12,4.395361728261401,4.395361728261401,5.429063510749463,5.429063510749463,0.0,0.0,0.0,0.0
1991-05-13,4.397579487130985,4.397579487130985,5.42906351207958,5.42906351207958,0.0,0.0,0.0,0.0
1991-05-14,4.395364283632322,4.395364283632322,5.42906351207958,5.42906351207958,0.0,0.0,0.0,0.0
1991-05-15,4.395351776453169,4.395351776453169,5.42906351207958,5.42906351207958,0.0,0.0,0.0,0.0
1991-05-16,4.396083463166718,4.396083463166718,5.42906351207958,5.42906351207958,0.0,0.0,0.0,0.0
1991-05-17,4.395406178673124,4.395406178673124,5.42906351207958,5.42906351207958,0.0,0.0,0.0,0.0
1991-05-18,4.396059026896615,4.396059026896615,5.42906351207958,5.42906351207958,0.0,0.0,0.0,0.0
1991-05-19,4.395531943351781,4.395531943351781,5.42906351207958,5.42906351207958,0.0,0.0,0.0,0.0
1991-05-20,4.395336698529122,4.395336698529122,5.429063513573049,5.429063513573049,0.0,0.0,0.0,0.0
1991-05-21,4.3953314369752166,4.3953314369752166,5.429063513573049,5.429063513573049,0.0,0.0,0.0,0.0
1991-05-22,4.395325201069491,4.395325201069491,5.429063513573049,5.429063513573049,0.0,0.0,0.0,0.0
