node,Lake Eleanor,Lake Eleanor,Hetch Hetchy Reservoir,Hetch Hetchy Reservoir,Don Pedro Reservoir,Don Pedro Reservoir,Cherry Lake,Cherry Lake
IFRs,Baseline,natural_flow,Baseline,natural_flow,Baseline,natural_flow,Baseline,natural_flow
Date,,,,,,,,
1990-10-28,0.0,0.0,326.2923659113003,326.2923659113003,2077.1457944569006,2077.1457944569006,135.13105104043177,135.13105104043177
1990-10-29,0.0,0.0,325.47585286104135,325.47585286104135,2075.965547552513,2075.965547552513,134.671223634662,134.671223634662
1990-10-30,0.0,0.0,324.7293480843098,324.7293480843098,2075.134746078802,2075.134746078802,134.34901381621933,134.34901381621933
1990-10-31,0.0,0.0,324.5124995800023,324.5124995800023,2074.7055713624695,2074.7055713624695,134.6838117013777,134.6838117013777
1990-11-01,0.0,0.0,324.08354824181424,324.08354824181424,2074.839411048204,2074.839411048204,134.12676982868197,134.12676982868197
1990-11-02,0.0,0.0,323.27951099548994,323.27951099548994,2075.596932087106,2075.596932087106,132.38626636726568,132.38626636726568
1990-11-03,0.0,0.0,322.4725003287899,322.4725003287899,2078.011867639603,2078.011867639603,128.92756035938336,128.92756035938336
1990-11-04,0.0,0.0,321.97478954892443,321.97478954892443,2083.778889994935,2083.778889994935,122.26661249551925,122.26661249551925
1990-11-05,0.0,0.0,321.87059295499444,321.87059295499444,2082.6361598196177,2082.6361598196177,122.84926816851926,122.84926816851926
1990-11-06,0.0,0.0,321.35292431274775,321.35292431274775,2081.1322081887697,2081.1322081887697,123.01866510551926,123.01866510551926
1990-11-07,0.0,0.0,320.6863769449514,320.6863769449514,2079.808744795642,2079.808744795642,123.03579113451926,123.03579113451926
1990-11-08,0.0,0.0,320.08063002177903,320.08063002177903,2078.556674498938,2078.556674498938,123.13120758051926,123.13120758051926
1990-11-09,0.0,0.0,319.7590546165802,319.7590546165802,2077.420280528002,2077.420280528002,123.51382975451926,123.51382975451926
1990-11-10,0.0,0.0,319.2487225792621,319.2487225792621,2076.3797524859515,2076.3797524859515,123.70221607151926,123.70221607151926
1990-11-11,0.0,0.0,318.59893495575346,318.59893495575346,2075.060525374059,2075.060525374059,123.72423525151926,123.72423525151926
1990-11-12,0.0,0.0,317.8308473600765,317.8308473600765,2074.097814665853,2074.097814665853,123.73891470451926,123.73891470451926
1990-11-13,0.0,0.0,317.06275898477855,317.06275898477855,2072.7680483993304,2072.7680483993304,123.75195569351926,123.75195569351926
1990-11-14,0.0,0.0,316.2946698300683,316.2946698300683,2071.535314867202,2071.535314867202,123.76418857151927,123.76418857151927
1990-11-15,0.0,0.0,315.5265798959575,315.5265798959575,2070.396908082786,2070.396908082786,123.77642144951928,123.77642144951928
1990-11-16,0.0,0.0,314.7567880482698,314.7567880482698,2069.4113718497856,2069.4113718497856,123.78865432751928,123.78865432751928
1990-11-17,0.0,0.0,313.9862499806407,313.9862499806407,2068.4524239210114,2068.4524239210114,123.80088720551929,123.80088720551929
1990-11-18,0.0,0.0,313.2157111343679,313.2157111343679,2067.1264841323773,2067.1264841323773,123.81556665851929,123.81556665851929
1990-11-19,0.0,0.0,313.42005526662416,313.42005526662416,2066.430788075509,2066.430788075509,124.59847083351929,124.59847083351929
1990-11-20,0.0,0.0,312.8717481511822,312.8717481511822,2065.2414082958853,2065.2414082958853,124.77951742351928,124.77951742351928
1990-11-21,0.0,0.0,312.2059958668104,312.2059958668104,2063.9839539393174,2063.9839539393174,124.79664345251928,124.79664345251928
1990-11-22,0.0,0.0,311.5793880133199,311.5793880133199,2062.770790555929,2062.770790555929,124.83823523651928,124.83823523651928
1990-11-23,0.0,0.0,311.25370817420236,311.25370817420236,2061.741799099504,2061.741799099504,125.10735854651928,125.10735854651928
1990-11-24,0.0,0.0,311.12375360122746,311.12375360122746,2060.876979548128,2060.876979548128,125.67721047451928,125.67721047451928
1990-11-25,0.0,0.0,311.53309193016224,311.53309193016224,2060.5712458206776,2060.5712458206776,126.74717951351928,126.74717951351928
1990-11-26,0.0,0.0,311.2620509636776,311.2620509636776,2060.1638639473645,2060.1638639473645,126.82251265733584,126.82251265733584
1990-11-27,0.0,0.0,310.5585256383306,310.5585256383306,2059.9659141112106,2059.9659141112106,126.01455133581163,126.01455133581163
1990-11-28,0.0,0.0,309.83803411922503,309.83803411922503,2060.7985226437145,2060.7985226437145,124.38539494744867,124.38539494744867
