node,Moccasin Fish Hatchery,Moccasin Fish Hatchery,IFR bl Lake Eleanor,IFR bl Lake Eleanor,IFR bl Hetch Hetchy Reservoir,IFR bl Hetch Hetchy Reservoir,IFR at La Grange,IFR at La Grange,IFR bl Cherry Lake,IFR bl Cherry Lake,Don Pedro Lake Spillway,Don Pedro Lake Spillway
1990-11-04,0.0,0.0,0.0337017932127844,0.0337017932127844,0.0,0.0,0.5561480833688727,0.5561480833688727,0.0,0.0,1.4678167318157347,1.4678167318157347
1990-11-05,0.0,0.0,0.0326693559675752,0.0326693559675752,0.0,0.0,0.04452515335352186,0.04452515335352186,0.0,0.0,1.278703479084962,1.278703479084962
1990-11-06,0.0,0.0,0.0119687994257527,0.0119687994257527,0.0,0.0,0.5548688297259299,0.5548688297259299,0.0,0.0,1.6012131556471185,1.6012131556471185
1990-11-07,0.0,0.0,0.0100170193090556,0.0100170193090556,0.0,0.0,0.43550843143904566,0.43550843143904566,0.0,0.0,1.413379156257615,1.413379156257615
1990-11-08,0.0,0.0,0.0121490057726976,0.0121490057726976,0.0,0.0,0.4753016985232894,0.4753016985232894,0.0,0.0,1.3449055553083766,1.3449055553083766
1990-11-09,0.0,0.0,0.0218689699384764,0.0218689699384764,0.0,0.0,0.4684305384011985,0.4684305384011985,0.0,0.0,1.2366386875174122,1.2366386875174122
1990-11-10,0.0,0.0,0.0171992451369594,0.0171992451369594,0.0,0.0,0.0955584847945588,0.0955584847945588,0.0,0.0,1.1352429800756654,1.1352429800756654
1990-11-11,0.0,0.0,0.010263989828661,0.010263989828661,0.0,0.0,0.7404346333799291,0.7404346333799291,0.0,0.0,1.406719325632451,1.406719325632451
1990-11-12,0.0,0.0,0.0099787640445117,0.0099787640445117,0.0,0.0,0.0,0.0,0.0,0.0,1.049894156168237,1.049894156168237
1990-11-13,0.0,0.0,0.0099763395310865,0.0099763395310865,0.0,0.0,0.46408828121907486,0.46408828121907486,0.0,0.0,1.4169289864967116,1.4169289864967116
1990-11-14,0.0,0.0,0.0099739168469904,0.0099739168469904,0.0,0.0,0.4613822636835365,0.4613822636835365,0.0,0.0,1.3198755358235115,1.3198755358235115
1990-11-15,0.0,0.0,0.0099715023185849,0.0099715023185849,0.0,0.0,0.5199260421587364,0.5199260421587364,0.0,0.0,1.2255281028971876,1.2255281028971876
1990-11-16,0.0,0.0,0.009969095450799,0.009969095450799,0.0,0.0,0.4643969979125977,0.4643969979125977,0.0,0.0,1.0726368918381404,1.0726368918381404
1990-11-17,0.0,0.0,0.0099666893012721,0.0099666893012721,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,1.0460279363978975,1.0460279363978975
1990-11-18,0.0,0.0,0.0099642846962052,0.0099642846962052,0.0,0.0,0.3656494303522387,0.3656494303522387,0.0,0.0,1.4130627667350326,1.4130627667350326
1990-11-19,0.0,0.0,0.1060705260645952,0.1060705260645952,0.0,0.0,0.41629301641169353,0.41629301641169353,0.0,0.0,1.4144481667168258,1.4144481667168258
1990-11-20,0.0,0.0,0.0205157942145196,0.0205157942145196,0.0,0.0,0.3799747396113848,0.3799747396113848,0.0,0.0,1.3651899807495025,1.3651899807495025
1990-11-21,0.0,0.0,0.0110446476687675,0.0110446476687675,0.0,0.0,0.40633884843931434,0.40633884843931434,0.0,0.0,1.3522500716114731,1.3522500716114731
1990-11-22,0.0,0.0,0.0130643977472588,0.0130643977472588,0.0,0.0,0.5074186397249367,0.5074186397249367,0.0,0.0,1.312946053733555,1.312946053733555
1990-11-23,0.0,0.0,0.0384550355997763,0.0384550355997763,0.0,0.0,0.508711295119501,0.508711295119501,0.0,0.0,1.172562244884475,1.172562244884475
1990-11-24,0.0,0.0,0.0318701151592359,0.0318701151592359,0.0,0.0,0.09489975068279455,0.09489975068279455,0.0,0.0,1.0308857809581857,1.0308857809581857
1990-11-25,0.0,0.0,0.1425916824123686,0.1425916824123686,0.0,0.0,0.38974673727275444,0.38974673727275444,0.0,0.0,1.3030208608590204,1.3030208608590204
1990-11-26,0.0,0.0,0.0721816492870102,0.0721816492870102,0.0,0.0,0.5293140504649982,0.5293140504649982,0.0,0.0,1.2803089542207697,1.2803089542207697
1990-11-27,0.0,0.0,0.0104509078253913,0.0104509078253913,0.0,0.0,0.579375719940366,0.579375719940366,0.0,0.0,1.1180297347537809,1.1180297347537809
1990-11-28,0.0,0.0,0.0103904899934712,0.0103904899934712,0.0,0.0,0.13019118057218243,0.13019118057218243,0.0,0.0,0.9056888462870676,0.9056888462870676
1990-11-29,0.0,0.0,0.0102886962987441,0.0102886962987441,0.0,0.0,0.2125545687831587,0.2125545687831587,0.0,0.0,1.1425324966580082,1.1425324966580082
1990-11-30,0.0,0.0,0.0127171738376706,0.0127171738376706,0.0,0.0,0.4736466470672768,0.4736466470672768,0.0,0.0,1.2970127584719366,1.2970127584719366
1990-12-01,0.0,0.0,0.0142161331145369,0.0142161331145369,0.0,0.0,0.23109229987740892,0.23109229987740892,0.0,0.0,1.1904009422405575,1.1904009422405575
1990-12-02,0.0,0.0,0.013264178819584,0.013264178819584,0.0,0.0,0.285748414946468,0.285748414946468,0.0,0.0,1.326343472894535,1.326343472894535
1990-12-03,0.0,0.0,0.0104871562399075,0.0104871562399075,0.0,0.0,19.931745911756828,19.931745911756828,0.0,0.0,21.015453623122323,21.015453623122323
1990-12-04,0.0,0.0,0.0150335599275747,0.0150335599275747,0.0,0.0,0.3987971607575851,0.3987971607575851,0.0,0.0,1.4507425416182271,1.4507425416182271
1990-12-05,0.0,0.0,0.0115023071032888,0.0115023071032888,0.0,0.0,0.5058548379419232,0.5058548379419232,0.0,0.0,1.4189802111845222,1.4189802111845222
1990-12-06,0.0,0.0,0.0122011428589897,0.0122011428589897,0.0,0.0,0.5305687067065208,0.5305687067065208,0.0,0.0,1.2801602038774358,1.2801602038774358
1990-12-07,0.0,0.0,0.0116822826196981,0.0116822826196981,0.0,0.0,0.51841558890606,0.51841558890606,0.0,0.0,1.1166263281720679,1.1166263281720679
1990-12-08,0.0,0.0,0.0105244649891903,0.0105244649891903,0.0,0.0,0.23215614133137386,0.23215614133137386,0.0,0.0,0.9652455706062536,0.9652455706062536
1990-12-09,0.0,0.0,0.0107787870446283,0.0107787870446283,0.0,0.0,0.3718908969062401,0.3718908969062401,0.0,0.0,1.1001242603129973,1.1001242603129973
1990-12-10,0.0,0.0,0.0123247865608638,0.0123247865608638,0.0,0.0,0.3973758503560309,0.3973758503560309,0.0,0.0,1.095268194455752,1.095268194455752
1990-12-11,0.0,0.0,0.0123916685290479,0.0123916685290479,0.0,0.0,0.36389099700400135,0.36389099700400135,0.0,0.0,1.0649271752166802,1.0649271752166802
1990-12-12,0.0,0.0,0.0108643066570919,0.0108643066570919,0.0,0.0,0.3340787743077382,0.3340787743077382,0.0,0.0,1.0680710093225956,1.0680710093225956
1990-12-13,0.0,0.0,0.0105000519410469,0.0105000519410469,0.0,0.0,0.5320304000305052,0.5320304000305052,0.0,0.0,1.1010270660509527,1.1010270660509527
1990-12-14,0.0,0.0,0.0105583044858322,0.0105583044858322,0.0,0.0,0.47710365800313104,0.47710365800313104,0.0,0.0,0.9360314974261327,0.9360314974261327
1990-12-15,0.0,0.0,0.0197389797282771,0.0197389797282771,0.0,0.0,0.1379520269343849,0.1379520269343849,0.0,0.0,0.825962671075241,0.825962671075241
1990-12-16,0.0,0.0,0.0111221804979125,0.0111221804979125,0.0,0.0,0.3666183503430269,0.3666183503430269,0.0,0.0,1.05504547527995,1.05504547527995
1990-12-17,0.0,0.0,0.0115998740071785,0.0115998740071785,0.0,0.0,0.39843832441981725,0.39843832441981725,0.0,0.0,1.0554619560750842,1.0554619560750842
1990-12-18,0.0,0.0,0.0160090506519292,0.0160090506519292,0.0,0.0,0.46477212121357314,0.46477212121357314,0.0,0.0,1.0240584628637717,1.0240584628637717
1990-12-19,0.0,0.0,0.0182336176044654,0.0182336176044654,0.0,0.0,0.28069678379383345,0.28069678379383345,0.0,0.0,0.9263211730776348,0.9263211730776348
1990-12-20,0.0,0.0,0.0105102252008798,0.0105102252008798,0.0,0.0,0.5792512972276742,0.5792512972276742,0.0,0.0,1.0126592205178404,1.0126592205178404
1990-12-21,0.0,0.0,0.0105119017709838,0.0105119017709838,0.0,0.0,0.26911216671175076,0.26911216671175076,0.0,0.0,0.8004427549995702,0.8004427549995702
1990-12-22,0.0,0.0,0.0105136310651567,0.0105136310651567,0.0,0.0,0.48156355489451297,0.48156355489451297,0.0,0.0,0.8983654197778767,0.8983654197778767
1990-12-23,0.0,0.0,0.010515391853235,0.010515391853235,0.0,0.0,0.39190517345089193,0.39190517345089193,0.0,0.0,0.7838366966299652,0.7838366966299652
1990-12-24,0.0,0.0,0.0105171713586065,0.0105171713586065,0.0,0.0,0.39905512115858577,0.39905512115858577,0.0,0.0,0.7589663549813845,0.7589663549813845
1990-12-25,0.0,0.0,0.0106482369638751,0.0106482369638751,0.0,0.0,0.4669805946841581,0.4669805946841581,0.0,0.0,0.7269460656968354,0.7269460656968354
1990-12-26,0.0,0.0,0.0111705644975485,0.0111705644975485,0.0,0.0,0.3074481837103892,0.3074481837103892,0.0,0.0,0.6270003031105924,0.6270003031105924
1990-12-27,0.0,0.0,0.0112152410079595,0.0112152410079595,0.0,0.0,0.24166906303526042,0.24166906303526042,0.0,0.0,0.6865869513646443,0.6865869513646443
1990-12-28,0.0,0.0,0.0115116988705757,0.0115116988705757,0.0,0.0,0.48388143349788537,0.48388143349788537,0.0,0.0,0.8119527200130057,0.8119527200130057
1990-12-29,0.0,0.0,0.011510147968832,0.011510147968832,0.0,0.0,0.24581177838889803,0.24581177838889803,0.0,0.0,0.6951061184604787,0.6951061184604787
1990-12-30,0.0,0.0,0.0108503983871347,0.0108503983871347,0.0,0.0,0.3659219113603115,0.3659219113603115,0.0,0.0,0.8163291717453992,0.8163291717453992
1990-12-31,0.0,0.0,0.0117281088498055,0.0117281088498055,0.0,0.0,0.4383592864975587,0.4383592864975587,0.0,0.0,0.8174420920564132,0.8174420920564132
1991-01-01,0.0,0.0,0.0135443171246732,0.0135443171246732,0.0,0.0,0.6457578595067527,0.6457578595067527,0.0,0.0,0.7461176373899467,0.7461176373899467
1991-01-02,0.0,0.0,0.0155331389103945,0.0155331389103945,0.0,0.0,0.29255104593327563,0.29255104593327563,0.0,0.0,0.46739461033862606,0.46739461033862606
1991-01-03,0.0,0.0,0.0318945391691152,0.0318945391691152,0.0,0.0,0.22936223589797494,0.22936223589797494,0.0,0.0,0.5418783966939387,0.5418783966939387
1991-01-04,0.0,0.0,0.0167918198925212,0.0167918198925212,0.0,0.0,0.3622406786089406,0.3622406786089406,0.0,0.0,0.6795509927761655,0.6795509927761655
1991-01-05,0.0,0.0,0.0084749243393151,0.0084749243393151,0.0,0.0,0.36279766774795397,0.36279766774795397,0.0,0.0,0.6843451461366876,0.6843451461366876
1991-01-06,0.0,0.0,0.0106791243581474,0.0106791243581474,0.0,0.0,0.3880928706458015,0.3880928706458015,0.0,0.0,0.6885823103487052,0.6885823103487052
1991-01-07,0.0,0.0,0.0117433745325832,0.0117433745325832,0.0,0.0,0.34119062619903245,0.34119062619903245,0.0,0.0,0.6675242717100451,0.6675242717100451
1991-01-08,0.0,0.0,0.0094078140488007,0.0094078140488007,0.0,0.0,0.40836174427767813,0.40836174427767813,0.0,0.0,0.6933684774602631,0.6933684774602631
1991-01-09,0.0,0.0,0.0088588820927446,0.0088588820927446,0.0,0.0,0.33522218745908317,0.33522218745908317,0.0,0.0,0.6520415652244078,0.6520415652244078
1991-01-10,0.0,0.0,0.0093293291439865,0.0093293291439865,0.0,0.0,0.36937160685732817,0.36937160685732817,0.0,0.0,0.6838542097358871,0.6838542097358871
1991-01-11,0.0,0.0,0.0109434908420838,0.0109434908420838,0.0,0.0,0.35818210820362695,0.35818210820362695,0.0,0.0,0.6815174348543558,0.6815174348543558
1991-01-12,0.0,0.0,0.0251668104340196,0.0251668104340196,0.0,0.0,0.24245029930603604,0.24245029930603604,0.0,0.0,0.6903701586066955,0.6903701586066955
1991-01-13,0.0,0.0,0.0313612450104859,0.0313612450104859,0.0,0.0,0.3697030305699204,0.3697030305699204,0.0,0.0,0.8149546909775567,0.8149546909775567
1991-01-14,0.0,0.0,0.0292992182069276,0.0292992182069276,0.0,0.0,0.37181582862816476,0.37181582862816476,0.0,0.0,0.8122864920905104,0.8122864920905104
1991-01-15,0.0,0.0,0.0335779790959157,0.0335779790959157,0.0,0.0,0.44018367163973016,0.44018367163973016,0.0,0.0,0.8075054951559293,0.8075054951559293
1991-01-16,0.0,0.0,0.0313009034690246,0.0313009034690246,0.0,0.0,0.28879528807569355,0.28879528807569355,0.0,0.0,0.734356655373636,0.734356655373636
1991-01-17,0.0,0.0,0.0477091264329816,0.0477091264329816,0.0,0.0,0.3421756810538648,0.3421756810538648,0.0,0.0,0.8125961989801229,0.8125961989801229
1991-01-18,0.0,0.0,0.0668030669417524,0.0668030669417524,0.0,0.0,0.41357898539523685,0.41357898539523685,0.0,0.0,0.8374553495527539,0.8374553495527539
1991-01-19,0.0,0.0,0.0452511015813565,0.0452511015813565,0.0,0.0,0.22966477016546383,0.22966477016546383,0.0,0.0,0.7909111958882719,0.7909111958882719
1991-01-20,0.0,0.0,0.0358536992998985,0.0358536992998985,0.0,0.0,0.3547619363575371,0.3547619363575371,0.0,0.0,0.9282812571458539,0.9282812571458539
1991-01-21,0.0,0.0,0.018165511627688,0.018165511627688,0.0,0.0,0.36104136087797983,0.36104136087797983,0.0,0.0,0.9405541521838712,0.9405541521838712
1991-01-22,0.0,0.0,0.0139597703542339,0.0139597703542339,0.0,0.0,0.34759946782666423,0.34759946782666423,0.0,0.0,0.9465476226880205,0.9465476226880205
1991-01-23,0.0,0.0,0.016753145845308,0.016753145845308,0.0,0.0,0.3102413062948116,0.3102413062948116,0.0,0.0,0.9659829861999502,0.9659829861999502
1991-01-24,0.0,0.0,0.0279759787838476,0.0279759787838476,0.0,0.0,0.4170868361262599,0.4170868361262599,0.0,0.0,1.022776511116515,1.022776511116515
1991-01-25,0.0,0.0,0.0322899712263646,0.0322899712263646,0.0,0.0,0.4668506603329055,0.4668506603329055,0.0,0.0,0.972724506313748,0.972724506313748
1991-01-26,0.0,0.0,0.0271299445509805,0.0271299445509805,0.0,0.0,0.1402269964511298,0.1402269964511298,0.0,0.0,0.8729086775279228,0.8729086775279228
1991-01-27,0.0,0.0,0.0273034278092241,0.0273034278092241,0.0,0.0,0.5505489541959592,0.5505489541959592,0.0,0.0,1.0997165121158239,1.0997165121158239
1991-01-28,0.0,0.0,0.014572792218526,0.014572792218526,0.0,0.0,0.19714852720964776,0.19714852720964776,0.0,0.0,0.9162023893699671,0.9162023893699671
1991-01-29,0.0,0.0,0.013940677801044,0.013940677801044,0.0,0.0,0.2490138908979242,0.2490138908979242,0.0,0.0,1.0860886932298766,1.0860886932298766
1991-01-30,0.0,0.0,0.0390392387706401,0.0390392387706401,0.0,0.0,0.5006065704439895,0.5006065704439895,0.0,0.0,1.2041096331371426,1.2041096331371426
1991-01-31,0.0,0.0,0.0178339508121515,0.0178339508121515,0.0,0.0,0.38122459552660604,0.38122459552660604,0.0,0.0,1.0705378937975443,1.0705378937975443
1991-02-01,0.0,0.0,0.0098053463848055,0.0098053463848055,0.0,0.0,0.5700659356053863,0.5700659356053863,0.0,0.0,1.0563481294071142,1.0563481294071142
1991-02-02,0.0,0.0,0.0660152552509969,0.0660152552509969,0.0,0.0,0.0,0.0,0.0,0.0,0.8922903014932696,0.8922903014932696
1991-02-03,0.0,0.0,0.0236210412302322,0.0236210412302322,0.0,0.0,0.4201714198224816,0.4201714198224816,0.0,0.0,1.2593251321747772,1.2593251321747772
1991-02-04,0.039,0.039,0.1417305901121902,0.1417305901121902,0.0,0.0,0.43869036421302504,0.43869036421302504,0.0,0.0,1.206188543152829,1.206188543152829
1991-02-05,0.039,0.039,0.1271904571932117,0.1271904571932117,0.0,0.0,0.2402796970669731,0.2402796970669731,0.0,0.0,1.1345330099008455,1.1345330099008455
1991-02-06,0.039,0.039,0.0277042417730316,0.0277042417730316,0.0,0.0,0.5172877576815438,0.5172877576815438,0.0,0.0,1.2612881435109828,1.2612881435109828
1991-02-07,0.039,0.039,0.0557420510149817,0.0557420510149817,0.0,0.0,0.4052706609310287,0.4052706609310287,0.0,0.0,1.111035216843116,1.111035216843116
1991-02-08,0.039,0.039,0.0680294474364688,0.0680294474364688,0.0,0.0,0.6039232317906951,0.6039232317906951,0.0,0.0,1.0727993870114125,1.0727993870114125
1991-02-09,0.039,0.039,0.0433597196687192,0.0433597196687192,0.0,0.0,0.21615007751793727,0.21615007751793727,0.0,0.0,0.8359109868506728,0.8359109868506728
1991-02-10,0.039,0.039,0.0397840380218182,0.0397840380218182,0.0,0.0,0.3151901928751055,0.3151901928751055,0.0,0.0,0.9867957406247091,0.9867957406247091
1991-02-11,0.039,0.039,0.037066137748388,0.037066137748388,0.0,0.0,0.48730655620543284,0.48730655620543284,0.0,0.0,1.038640378925445,1.038640378925445
1991-02-12,0.039,0.039,0.0399247895729787,0.0399247895729787,0.0,0.0,0.32106867559021424,0.32106867559021424,0.0,0.0,0.9183686541652623,0.9183686541652623
1991-02-13,0.039,0.039,0.025600908549148,0.025600908549148,0.0,0.0,0.35393728788462453,0.35393728788462453,0.0,0.0,0.9643348099173339,0.9643348099173339
1991-02-14,0.039,0.039,0.0292153248759428,0.0292153248759428,0.0,0.0,0.2565481616904375,0.2565481616904375,0.0,0.0,0.9774323533456568,0.9774323533456568
1991-02-15,0.039,0.039,0.044430717378256,0.044430717378256,0.0,0.0,0.5622128360182584,0.5622128360182584,0.0,0.0,1.0879190227206765,1.0879190227206765
1991-02-16,0.039,0.039,0.0398493952552207,0.0398493952552207,0.0,0.0,0.3604704534433602,0.3604704534433602,0.0,0.0,0.892741018205074,0.892741018205074
1991-02-17,0.039,0.039,0.0108698961798986,0.0108698961798986,0.0,0.0,0.08894448655187398,0.08894448655187398,0.0,0.0,0.8993053962496655,0.8993053962496655
1991-02-18,0.039,0.039,0.0099475364468214,0.0099475364468214,0.0,0.0,0.303306449136781,0.303306449136781,0.0,0.0,1.1773957405628208,1.1773957405628208
1991-02-19,0.039,0.039,0.008020179489957,0.008020179489957,0.0,0.0,0.36813868519680504,0.36813868519680504,0.0,0.0,1.2411241221483176,1.2411241221483176
1991-02-20,0.039,0.039,0.0109161901730043,0.0109161901730043,0.0,0.0,0.3989694737492169,0.3989694737492169,0.0,0.0,1.240020267676263,1.240020267676263
1991-02-21,0.039,0.039,0.0175695693473864,0.0175695693473864,0.0,0.0,0.21751076413621778,0.21751076413621778,0.0,0.0,1.20808562472333,1.20808562472333
1991-02-22,0.039,0.039,0.0185805955913694,0.0185805955913694,0.0,0.0,0.5617239032582468,0.5617239032582468,0.0,0.0,1.3576096910484625,1.3576096910484625
1991-02-23,0.039,0.039,0.0186604705822802,0.0186604705822802,0.0,0.0,0.07643041406640744,0.07643041406640744,0.0,0.0,1.1629206186876693,1.1629206186876693
1991-02-24,0.039,0.039,0.0297989458906389,0.0297989458906389,0.0,0.0,0.5095861787261846,0.5095861787261846,0.0,0.0,1.4535250348677615,1.4535250348677615
1991-02-25,0.039,0.039,0.0451549695696439,0.0451549695696439,0.0,0.0,0.3725713698104129,0.3725713698104129,0.0,0.0,1.3109736867073916,1.3109736867073916
1991-02-26,0.039,0.039,0.0202061246068481,0.0202061246068481,0.0,0.0,0.23394837983733002,0.23394837983733002,0.0,0.0,1.3054371474751951,1.3054371474751951
1991-02-27,0.039,0.039,0.1218393380376152,0.1218393380376152,0.0,0.0,0.4266925860114697,0.4266925860114697,0.0,0.0,1.438523597917968,1.438523597917968
1991-02-28,0.039,0.039,0.4665521151240155,0.4665521151240155,0.0,0.0,0.43107278618029116,0.43107278618029116,0.0,0.0,1.3788658423202345,1.3788658423202345
1991-03-01,0.039,0.039,0.2727425915331745,0.2727425915331745,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,1.486437858323379,1.486437858323379
1991-03-02,0.039,0.039,0.090401295369022,0.090401295369022,0.0,0.0,0.2074701220190418,0.2074701220190418,0.0,0.0,1.853472687673996,1.853472687673996
1991-03-03,0.039,0.039,0.2846827350159451,0.2846827350159451,0.0,0.0,0.4640935315797803,0.4640935315797803,0.0,0.0,2.013037394648146,2.013037394648146
1991-03-04,0.039,0.039,0.7741492947946202,0.7741492947946202,0.0,0.0,7.7030912393165485,7.7030912393165485,0.0,0.0,9.201113418149978,9.201113418149978
1991-03-05,0.039,0.039,0.081916970562501,0.081916970562501,0.0,0.0,19.795395393092015,19.795395393092015,0.0,0.0,21.390046143502996,21.390046143502996
1991-03-06,0.039,0.039,0.0121562239520337,0.0121562239520337,0.0,0.0,3.3071721843569004,3.3071721843569004,0.0,0.0,4.65081056342915,4.65081056342915
1991-03-07,0.039,0.039,0.0181825762702034,0.0181825762702034,0.0,0.0,0.6074132613173959,0.6074132613173959,0.0,0.0,2.146502412482836,2.146502412482836
1991-03-08,0.039,0.039,0.0222214534589753,0.0222214534589753,0.0,0.0,0.4739303342893445,0.4739303342893445,0.0,0.0,2.1899348469904942,2.1899348469904942
1991-03-09,0.039,0.039,0.0189445267923493,0.0189445267923493,0.0,0.0,0.2762038059262715,0.2762038059262715,0.0,0.0,2.215587966415051,2.215587966415051
1991-03-10,0.039,0.039,0.0805986804572732,0.0805986804572732,0.0,0.0,0.0,0.0,0.0,0.0,2.360219904062107,2.360219904062107
1991-03-11,0.039,0.039,0.0268208688926586,0.0268208688926586,0.0,0.0,1.492222259410972,1.492222259410972,0.0,0.0,3.5861937408784756,3.5861937408784756
