month,,3,4,5,6,7,8,9,sum
exceedance,,50,50,50,50,50,50,50,50
year,month,,,,,,,,
2016,3,224.2790351695089,326.1759976789634,256.16261285133163,296.8776261663779,55.65811722340143,32.21052241245424,12.259018739123796,1203.6229302411614
2016,4,224.2790351695089,326.1759976789634,256.16261285133163,296.8776261663779,55.65811722340143,32.21052241245424,12.259018739123796,1203.6229302411614
2016,5,224.2790351695089,326.1759976789634,256.16261285133163,296.8776261663779,55.65811722340143,32.21052241245424,12.259018739123796,1203.6229302411614
2016,6,224.2790351695089,326.1759976789634,256.16261285133163,296.8776261663779,55.65811722340143,32.21052241245424,12.259018739123796,1203.6229302411614
2016,7,224.2790351695089,326.1759976789634,256.16261285133163,296.8776261663779,55.65811722340143,32.21052241245424,12.259018739123796,1203.6229302411614
2016,8,224.2790351695089,326.1759976789634,256.16261285133163,296.8776261663779,55.65811722340143,32.21052241245424,12.259018739123796,1203.6229302411614
2016,9,224.2790351695089,326.1759976789634,256.16261285133163,296.8776261663779,55.65811722340143,32.21052241245424,12.259018739123796,1203.6229302411614
2017,3,406.69825832783476,333.2511276479028,312.09816044229717,450.1596686480056,335.82040928233306,91.54195103899553,22.676458166153434,1952.2460335535227
2017,4,406.69825832783476,333.2511276479028,312.09816044229717,450.1596686480056,335.82040928233306,91.54195103899553,22.676458166153434,1952.2460335535227
2017,5,406.69825832783476,333.2511276479028,312.09816044229717,450.1596686480056,335.82040928233306,91.54195103899553,22.676458166153434,1952.2460335535227
2017,6,406.69825832783476,333.2511276479028,312.09816044229717,450.1596686480056,335.82040928233306,91.54195103899553,22.676458166153434,1952.2460335535227
2017,7,406.69825832783476,333.2511276479028,312.09816044229717,450.1596686480056,335.82040928233306,91.54195103899553,22.676458166153434,1952.2460335535227
2017,8,406.69825832783476,333.2511276479028,312.09816044229717,450.1596686480056,335.82040928233306,91.54195103899553,22.676458166153434,1952.2460335535227
2017,9,406.69825832783476,333.2511276479028,312.09816044229717,450.1596686480056,335.82040928233306,91.54195103899553,22.676458166153434,1952.2460335535227
2018,3,300.60975223764206,209.9562147608788,158.83240800775226,53.77787209530418,18.306130621896024,17.024756107533197,9.786364197982321,768.2934980289888
2018,4,300.60975223764206,209.9562147608788,158.83240800775226,53.77787209530418,18.306130621896024,17.024756107533197,9.786364197982321,768.2934980289888
2018,5,300.60975223764206,209.9562147608788,158.83240800775226,53.77787209530418,18.306130621896024,17.024756107533197,9.786364197982321,768.2934980289888
2018,6,300.60975223764206,209.9562147608788,158.83240800775226,53.77787209530418,18.306130621896024,17.024756107533197,9.786364197982321,768.2934980289888
2018,7,300.60975223764206,209.9562147608788,158.83240800775226,53.77787209530418,18.306130621896024,17.024756107533197,9.786364197982321,768.2934980289888
2018,8,300.60975223764206,209.9562147608788,158.83240800775226,53.77787209530418,18.306130621896024,17.024756107533197,9.786364197982321,768.2934980289888
2018,9,300.60975223764206,209.9562147608788,158.83240800775226,53.77787209530418,18.306130621896024,17.024756107533197,9.786364197982321,768.2934980289888
2019,3,402.6805561669458,318.1794790779042,411.8438289815074,441.39227116209275,186.40273080657903,33.707741798902056,14.574769884388584,1808.78137787832
2019,4,402.6805561669458,318.1794790779042,411.8438289815074,441.39227116209275,186.40273080657903,33.707741798902056,14.574769884388584,1808.78137787832
2019,5,402.6805561669458,318.1794790779042,411.8438289815074,441.39227116209275,186.40273080657903,33.707741798902056,14.574769884388584,1808.78137787832
2019,6,402.6805561669458,318.1794790779042,411.8438289815074,441.39227116209275,186.40273080657903,33.707741798902056,14.574769884388584,1808.78137787832
2019,7,402.6805561669458,318.1794790779042,411.8438289815074,441.39227116209275,186.40273080657903,33.707741798902056,14.574769884388584,1808.78137787832
2019,8,402.6805561669458,318.1794790779042,411.8438289815074,441.39227116209275,186.40273080657903,33.707741798902056,14.574769884388584,1808.78137787832
2019,9,402.6805561669458,318.1794790779042,411.8438289815074,441.39227116209275,186.40273080657903,33.707741798902056,14.574769884388584,1808.78137787832
2020,3,157.96944443987172,278.40952534524496,247.6413879895885,89.72079567624905,23.215037103607155,13.128746122143212,36.069724738225275,846.1546614149299
2020,4,157.96944443987172,278.40952534524496,247.6413879895885,89.72079567624905,23.215037103607155,13.128746122143212,36.069724738225275,846.1546614149299
2020,5,157.96944443987172,278.40952534524496,247.6413879895885,89.72079567624905,23.215037103607155,13.128746122143212,36.069724738225275,846.1546614149299
2020,6,157.96944443987172,278.40952534524496,247.6413879895885,89.72079567624905,23.215037103607155,13.128746122143212,36.069724738225275,846.1546614149299
2020,7,157.96944443987172,278.40952534524496,247.6413879895885,89.72079567624905,23.215037103607155,13.128746122143212,36.069724738225275,846.1546614149299
2020,8,157.96944443987172,278.40952534524496,247.6413879895885,89.72079567624905,23.215037103607155,13.128746122143212,36.069724738225275,846.1546614149299
2020,9,157.96944443987172,278.40952534524496,247.6413879895885,89.72079567624905,23.215037103607155,13.128746122143212,36.069724738225275,846.1546614149299
2021,3,419.29243262689334,376.6963086212162,549.726037414011,499.44646735729043,204.71360890881232,39.128076753628925,14.925264016037598,2103.92819569789
2021,4,419.29243262689334,376.6963086212162,549.726037414011,499.44646735729043,204.71360890881232,39.128076753628925,14.925264016037598,2103.92819569789
2021,5,419.29243262689334,376.6963086212162,549.726037414011,499.44646735729043,204.71360890881232,39.128076753628925,14.925264016037598,2103.92819569789
2021,6,419.29243262689334,376.6963086212162,549.726037414011,499.44646735729043,204.71360890881232,39.128076753628925,14.925264016037598,2103.92819569789
